,player,runs,boundaries,balls_faced,wickets,balls_bowled,runs_conceded,matches,batting_avg,batting_strike_rate,boundaries_percent,bowling_economy,bowling_avg,bowling_strike_rate,catches,stumpings
402,Pankaj Singh,7,0,12,11.0,311.0,472.0,17,0.41,58.33,0.0,9.11,42.91,28.27,2.0,0.0
403,Parvez Rasool,17,1,20,4.0,200.0,273.0,11,1.55,85.0,5.0,8.19,68.25,50.0,3.0,0.0
404,Q de Kock,2767,383,2113,0.0,0.0,0.0,92,30.08,130.95,18.13,0.0,0.0,0.0,65.0,15.0
405,R Ashwin,647,72,567,157.0,4024.0,4596.0,181,3.57,114.11,12.7,6.85,29.27,25.63,36.0,0.0
406,R Bhatia,342,37,290,71.0,1661.0,2059.0,94,3.64,117.93,12.76,7.44,29.0,23.39,23.0,0.0
407,R Bishnoi,19,3,17,0.0,0.0,0.0,3,6.33,111.76,17.65,0.0,0.0,0.0,1.0,0.0
408,R Dhawan,190,23,176,24.0,632.0,819.0,31,6.13,107.95,13.07,7.78,34.12,26.33,10.0,0.0
409,R Dravid,2174,297,1918,0.0,0.0,0.0,82,26.51,113.35,15.48,0.0,0.0,0.0,18.0,0.0
410,R McLaren,159,15,178,12.0,372.0,558.0,18,8.83,89.33,8.43,9.0,46.5,31.0,5.0,0.0
411,R Ninan,3,0,6,3.0,36.0,65.0,2,1.5,50.0,0.0,10.83,21.67,12.0,1.0,0.0
412,R Parag,522,62,434,4.0,162.0,280.0,40,13.05,120.28,14.29,10.37,70.0,40.5,29.0,0.0
413,R Powell,250,32,174,0.0,7.0,17.0,12,20.83,143.68,18.39,14.57,170000.0,70000.0,11.0,0.0
414,R Rampaul,51,5,52,16.0,278.0,319.0,12,4.25,98.08,9.62,6.88,19.94,17.37,4.0,0.0
415,R Sanjay Yadav,0,0,2,0.0,14.0,23.0,1,0.0,0.0,0.0,9.86,230000.0,140000.0,0.0,0.0
416,R Sathish,270,28,236,3.0,144.0,233.0,27,10.0,114.41,11.86,9.71,77.66,48.0,8.0,0.0
417,R Sharma,66,8,77,40.0,935.0,1100.0,44,1.5,85.71,10.39,7.06,27.5,23.37,10.0,0.0
418,R Shepherd,58,7,43,3.0,57.0,98.0,3,19.33,134.88,16.28,10.32,32.67,19.0,0.0,0.0
419,R Shukla,19,2,23,5.0,130.0,217.0,7,2.71,82.61,8.7,10.02,43.4,26.0,3.0,0.0
420,R Tewatia,738,92,588,32.0,852.0,1102.0,60,12.3,125.51,15.65,7.76,34.44,26.62,27.0,0.0
421,R Vinay Kumar,310,30,289,105.0,2186.0,3041.0,104,2.98,107.27,10.38,8.35,28.96,20.82,32.0,0.0
422,RA Bawa,11,1,14,0.0,0.0,0.0,2,5.5,78.57,7.14,0.0,0.0,0.0,0.0,0.0
423,RA Jadeja,2502,272,2049,132.0,3262.0,4114.0,202,12.39,122.11,13.27,7.57,31.17,24.71,84.0,0.0
424,RA Tripathi,1798,244,1312,0.0,6.0,12.0,74,24.3,137.04,18.6,12.0,120000.0,60000.0,29.0,0.0
425,RD Chahar,108,14,102,57.0,1207.0,1497.0,54,2.0,105.88,13.73,7.44,26.26,21.18,14.0,0.0
426,RD Gaikwad,1207,156,945,0.0,0.0,0.0,36,33.53,127.72,16.51,0.0,0.0,0.0,14.0,0.0
427,RE Levi,83,14,74,0.0,0.0,0.0,6,13.83,112.16,18.92,0.0,0.0,0.0,2.0,0.0
428,RE van der Merwe,159,19,144,21.0,455.0,515.0,21,7.57,110.42,13.19,6.79,24.52,21.67,6.0,0.0
429,RG More,2,0,2,1.0,37.0,63.0,2,1.0,100.0,0.0,10.22,62.99,37.0,1.0,0.0
430,RG Sharma,5881,760,4632,15.0,349.0,462.0,221,26.61,126.96,16.41,7.94,30.8,23.27,96.0,0.0
431,RJ Harris,117,9,112,45.0,865.0,1085.0,37,3.16,104.46,8.04,7.53,24.11,19.22,18.0,0.0
432,RJ Peterson,32,4,32,3.0,48.0,70.0,5,6.4,100.0,12.5,8.75,23.33,16.0,1.0,0.0
433,RJ Quiney,103,15,105,0.0,0.0,0.0,7,14.71,98.1,14.29,0.0,0.0,0.0,2.0,0.0
434,RK Bhui,7,0,18,0.0,0.0,0.0,2,3.5,38.89,0.0,0.0,0.0,0.0,0.0,0.0
435,RK Singh,251,32,204,0.0,0.0,0.0,15,16.73,123.04,15.69,0.0,0.0,0.0,17.0,0.0
436,RM Patidar,404,51,297,0.0,0.0,0.0,11,36.73,136.03,17.17,0.0,0.0,0.0,5.0,0.0
437,RN ten Doeschate,326,41,238,2.0,83.0,94.0,23,14.17,136.97,17.23,6.8,47.0,41.5,7.0,0.0
438,RP Meredith,0,0,1,12.0,289.0,412.0,13,0.0,0.0,0.0,8.55,34.33,24.08,1.0,0.0
439,RP Singh,52,3,78,90.0,1874.0,2417.0,82,0.63,66.67,3.85,7.74,26.86,20.82,27.0,0.0
440,RR Bhatkal,0,0,2,0.0,12.0,35.0,1,0.0,0.0,0.0,17.5,350000.0,120000.0,1.0,0.0
441,RR Pant,2851,391,2000,0.0,0.0,0.0,97,29.39,142.55,19.55,0.0,0.0,0.0,64.0,18.0
442,RR Powar,67,7,64,13.0,443.0,538.0,26,2.58,104.69,10.94,7.29,41.38,34.08,5.0,0.0
443,RR Raje,20,2,18,6.0,144.0,214.0,10,2.0,111.11,11.11,8.92,35.67,24.0,3.0,0.0
444,RR Rossouw,53,6,51,0.0,0.0,0.0,5,10.6,103.92,11.76,0.0,0.0,0.0,3.0,0.0
445,RR Sarwan,73,7,78,0.0,0.0,0.0,4,18.25,93.59,8.97,0.0,0.0,0.0,1.0,0.0
446,RS Bopara,531,55,468,11.0,213.0,301.0,24,22.12,113.46,11.75,8.48,27.36,19.36,4.0,0.0
447,RS Gavaskar,2,0,8,0.0,6.0,8.0,2,1.0,25.0,0.0,8.0,80000.0,60000.0,0.0,0.0
448,RS Sodhi,4,1,2,0.0,0.0,0.0,1,4.0,200.0,50.0,0.0,0.0,0.0,2.0,0.0
449,RT Ponting,91,7,129,0.0,0.0,0.0,9,10.11,70.54,5.43,0.0,0.0,0.0,4.0,0.0
450,RV Gomez,50,6,53,5.0,97.0,130.0,13,3.85,94.34,11.32,8.04,26.0,19.4,3.0,0.0
451,RV Patel,31,4,32,0.0,20.0,22.0,3,10.33,96.88,12.5,6.6,220000.0,200000.0,2.0,0.0
452,RV Uthappa,4954,663,3927,0.0,0.0,0.0,197,25.15,126.15,16.88,0.0,0.0,0.0,92.0,32.0
453,Ramandeep Singh,45,4,42,6.0,41.0,55.0,5,9.0,107.14,9.52,8.05,9.17,6.83,0.0,0.0
454,Rashid Khan,313,42,214,112.0,2232.0,2411.0,92,3.4,146.26,19.63,6.48,21.53,19.93,26.0,0.0
455,Rasikh Salam,12,1,10,0.0,51.0,70.0,3,4.0,120.0,10.0,8.24,700000.0,510000.0,1.0,0.0
456,Ravi Bishnoi,8,1,18,37.0,878.0,1083.0,37,0.22,44.44,5.56,7.4,29.27,23.73,7.0,0.0
457,S Anirudha,136,16,121,0.0,0.0,0.0,12,11.33,112.4,13.22,0.0,0.0,0.0,11.0,0.0
458,S Aravind,59,7,59,45.0,788.0,1057.0,38,1.55,100.0,11.86,8.05,23.49,17.51,5.0,0.0
459,S Badree,13,0,25,11.0,263.0,329.0,12,1.08,52.0,0.0,7.51,29.91,23.91,2.0,0.0
460,S Badrinath,1441,182,1245,0.0,0.0,0.0,65,22.17,115.74,14.62,0.0,0.0,0.0,16.0,0.0
461,S Chanderpaul,25,4,33,0.0,0.0,0.0,3,8.33,75.76,12.12,0.0,0.0,0.0,0.0,0.0
462,S Dhawan,6244,838,5083,4.0,49.0,72.0,205,30.46,122.84,16.49,8.82,18.0,12.25,93.0,0.0
463,S Dube,688,84,541,4.0,111.0,176.0,34,20.24,127.17,15.53,9.51,44.0,27.75,11.0,0.0
464,S Gopal,180,21,173,49.0,958.0,1291.0,48,3.75,104.05,12.14,8.09,26.35,19.55,5.0,0.0
465,S Kaul,20,1,36,58.0,1238.0,1772.0,55,0.36,55.56,2.78,8.59,30.55,21.34,8.0,0.0
466,S Kaushik,0,0,1,6.0,210.0,304.0,10,0.0,0.0,0.0,8.69,50.67,35.0,0.0,0.0
467,S Ladda,0,0,10,5.0,141.0,225.0,9,0.0,0.0,0.0,9.57,45.0,28.2,1.0,0.0
468,S Lamichhane,0,0,1,13.0,211.0,297.0,9,0.0,0.0,0.0,8.45,22.85,16.23,1.0,0.0
469,S Nadeem,39,2,88,48.0,1444.0,1800.0,71,0.55,44.32,2.27,7.48,37.5,30.08,11.0,0.0
470,S Narwal,37,6,29,5.0,113.0,203.0,7,5.29,127.59,20.69,10.78,40.6,22.6,1.0,0.0
471,S Rana,91,10,82,0.0,16.0,18.0,8,11.38,110.98,12.2,6.75,180000.0,160000.0,3.0,0.0
472,S Randiv,2,0,4,6.0,180.0,223.0,8,0.25,50.0,0.0,7.43,37.17,30.0,2.0,0.0
473,S Sohal,368,52,311,0.0,0.0,0.0,20,18.4,118.33,16.72,0.0,0.0,0.0,2.0,0.0
474,S Sreesanth,34,6,57,40.0,947.0,1221.0,44,0.77,59.65,10.53,7.74,30.52,23.67,3.0,0.0
475,S Sriram,31,3,38,0.0,18.0,49.0,2,15.5,81.58,7.89,16.33,490000.0,180000.0,0.0,0.0
476,S Tyagi,3,0,4,6.0,220.0,304.0,14,0.21,75.0,0.0,8.29,50.67,36.67,3.0,0.0
477,S Vidyut,145,24,115,1.0,13.0,22.0,8,18.12,126.09,20.87,10.15,22.0,13.0,1.0,0.0
478,SA Abbott,22,3,18,1.0,59.0,104.0,3,7.33,122.22,16.67,10.58,103.99,58.99,0.0,0.0
479,SA Asnodkar,423,66,352,0.0,0.0,0.0,19,22.26,120.17,18.75,0.0,0.0,0.0,6.0,0.0
480,SA Yadav,2644,368,1973,0.0,6.0,8.0,109,24.26,134.01,18.65,8.0,80000.0,60000.0,58.0,0.0
481,SB Bangar,49,4,58,4.0,153.0,221.0,10,4.9,84.48,6.9,8.67,55.25,38.25,2.0,0.0
482,SB Jakati,28,3,30,47.0,1101.0,1474.0,57,0.49,93.33,10.0,8.03,31.36,23.43,19.0,0.0
483,SB Joshi,6,0,16,1.0,55.0,82.0,4,1.5,37.5,0.0,8.95,81.99,54.99,0.0,0.0
484,SB Styris,131,13,134,8.0,222.0,278.0,12,10.92,97.76,9.7,7.51,34.75,27.75,2.0,0.0
485,SB Wagh,2,0,3,5.0,108.0,147.0,8,0.25,66.67,0.0,8.17,29.4,21.6,1.0,0.0
486,SC Ganguly,1349,179,1326,10.0,280.0,370.0,57,23.67,101.73,13.5,7.93,37.0,28.0,22.0,0.0
487,SD Chitnis,99,12,92,2.0,38.0,62.0,9,11.0,107.61,13.04,9.79,31.0,19.0,2.0,0.0
488,SD Lad,15,2,13,0.0,0.0,0.0,1,15.0,115.38,15.38,0.0,0.0,0.0,0.0,0.0
489,SE Bond,1,0,2,9.0,191.0,225.0,8,0.12,50.0,0.0,7.07,25.0,21.22,0.0,0.0
490,SE Marsh,2489,347,1913,0.0,0.0,0.0,69,36.07,130.11,18.14,0.0,0.0,0.0,26.0,0.0
491,SE Rutherford,106,11,107,1.0,46.0,60.0,9,11.78,99.07,10.28,7.83,59.99,46.0,5.0,0.0
492,SJ Srivastava,5,0,5,14.0,306.0,444.0,14,0.36,100.0,0.0,8.71,31.71,21.86,2.0,0.0
493,SK Raina,5536,710,4177,25.0,930.0,1139.0,200,27.68,132.54,17.0,7.35,45.56,37.2,106.0,0.0
494,SK Trivedi,42,4,61,65.0,1557.0,1944.0,76,0.55,68.85,6.56,7.49,29.91,23.95,12.0,0.0
495,SK Warne,198,20,219,57.0,1223.0,1465.0,55,3.6,90.41,9.13,7.19,25.7,21.46,11.0,0.0
496,SL Malinga,88,11,103,170.0,2974.0,3486.0,122,0.72,85.44,10.68,7.03,20.51,17.49,15.0,0.0
497,SM Curran,337,48,230,32.0,681.0,1005.0,32,10.53,146.52,20.87,8.85,31.41,21.28,9.0,0.0
498,SM Harwood,9,0,14,3.0,67.0,74.0,3,3.0,64.29,0.0,6.63,24.67,22.33,2.0,0.0
499,SM Katich,241,34,191,0.0,0.0,0.0,11,21.91,126.18,17.8,0.0,0.0,0.0,2.0,0.0
500,SM Pollock,147,20,116,11.0,280.0,307.0,13,11.31,126.72,17.24,6.58,27.91,25.45,2.0,0.0
501,SMSM Senanayake,10,0,17,9.0,195.0,211.0,8,1.25,58.82,0.0,6.49,23.44,21.67,2.0,0.0
502,SN Khan,532,72,394,0.0,2.0,6.0,32,16.62,135.03,18.27,18.0,60000.0,20000.0,8.0,0.0
503,SN Thakur,173,20,138,82.0,1650.0,2371.0,74,2.34,125.36,14.49,8.62,28.91,20.12,21.0,0.0
504,SO Hetmyer,831,107,577,0.0,0.0,0.0,43,19.33,144.02,18.54,0.0,0.0,0.0,17.0,0.0
505,SP Fleming,196,30,171,0.0,0.0,0.0,10,19.6,114.62,17.54,0.0,0.0,0.0,2.0,0.0
506,SP Goswami,293,35,307,0.0,0.0,0.0,21,13.95,95.44,11.4,0.0,0.0,0.0,18.0,7.0
507,SP Jackson,61,6,57,0.0,0.0,0.0,8,7.62,107.02,10.53,0.0,0.0,0.0,7.0,2.0
508,SP Narine,1025,175,664,152.0,3516.0,3907.0,148,6.93,154.37,26.36,6.67,25.7,23.13,16.0,0.0
509,SPD Smith,2495,286,1999,0.0,2.0,5.0,93,26.83,124.81,14.31,15.0,50000.0,20000.0,54.0,0.0
510,SR Tendulkar,2334,325,2044,0.0,37.0,59.0,78,29.92,114.19,15.9,9.57,590000.0,370000.0,23.0,0.0
511,SR Watson,3880,567,2892,92.0,2137.0,2742.0,145,26.76,134.16,19.61,7.7,29.8,23.23,38.0,0.0
512,SS Cottrell,0,0,2,6.0,131.0,177.0,6,0.0,0.0,0.0,8.11,29.5,21.83,0.0,0.0
513,SS Iyer,2780,337,2295,0.0,6.0,7.0,100,27.8,121.13,14.68,7.0,70000.0,60000.0,39.0,0.0
514,SS Prabhudessai,67,9,62,0.0,0.0,0.0,5,13.4,108.06,14.52,0.0,0.0,0.0,5.0,0.0
515,SS Shaikh,6,1,7,0.0,0.0,0.0,1,6.0,85.71,14.29,0.0,0.0,0.0,2.0,0.0
516,SS Tiwary,1494,161,1291,0.0,0.0,0.0,73,20.47,115.72,12.47,0.0,0.0,0.0,25.0,0.0
517,ST Jayasuriya,768,123,573,13.0,301.0,396.0,30,25.6,134.03,21.47,7.89,30.46,23.15,4.0,0.0
518,STR Binny,880,101,700,22.0,611.0,763.0,86,10.23,125.71,14.43,7.49,34.68,27.77,19.0,0.0
519,SV Samson,3526,437,2663,0.0,0.0,0.0,133,26.51,132.41,16.41,0.0,0.0,0.0,73.0,12.0
520,SW Billings,503,60,399,0.0,0.0,0.0,27,18.63,126.07,15.04,0.0,0.0,0.0,19.0,1.0
521,SW Tait,23,2,26,23.0,534.0,668.0,21,1.1,88.46,7.69,7.51,29.04,23.22,5.0,0.0
522,Sachin Baby,144,16,123,2.0,10.0,8.0,13,11.08,117.07,13.01,4.8,4.0,5.0,5.0,0.0
523,Salman Butt,193,32,172,0.0,0.0,0.0,7,27.57,112.21,18.6,0.0,0.0,0.0,2.0,0.0
524,Sandeep Sharma,52,4,66,114.0,2399.0,3046.0,104,0.5,78.79,6.06,7.62,26.72,21.04,10.0,0.0
525,Shahbaz Ahmed,279,29,253,13.0,341.0,478.0,26,10.73,110.28,11.46,8.41,36.77,26.23,12.0,0.0
526,Shahid Afridi,81,13,46,9.0,185.0,237.0,10,8.1,176.09,28.26,7.69,26.33,20.56,4.0,0.0
527,Shakib Al Hasan,795,94,665,63.0,1515.0,1864.0,71,11.2,119.55,14.14,7.38,29.59,24.05,13.0,0.0
528,Shashank Singh,69,9,47,0.0,13.0,20.0,6,11.5,146.81,19.15,9.23,200000.0,130000.0,3.0,0.0
529,Shivam Mavi,51,6,58,30.0,687.0,958.0,32,1.59,87.93,10.34,8.37,31.93,22.9,16.0,0.0
530,Shivam Sharma,5,1,3,4.0,114.0,165.0,5,1.0,166.67,33.33,8.68,41.25,28.5,1.0,0.0
531,Shoaib Ahmed,1,0,6,5.0,103.0,154.0,7,0.14,16.67,0.0,8.97,30.8,20.6,4.0,0.0
532,Shoaib Akhtar,2,0,8,5.0,46.0,54.0,3,0.67,25.0,0.0,7.04,10.8,9.2,0.0,0.0
533,Shoaib Malik,52,5,49,2.0,58.0,87.0,6,8.67,106.12,10.2,9.0,43.5,29.0,6.0,0.0
534,Shubman Gill,1900,235,1555,0.0,0.0,0.0,70,27.14,122.19,15.11,0.0,0.0,0.0,30.0,0.0
535,Simarjeet Singh,7,0,8,4.0,113.0,143.0,6,1.17,87.5,0.0,7.59,35.75,28.25,1.0,0.0
536,Sohail Tanvir,36,4,31,22.0,265.0,275.0,11,3.27,116.13,12.9,6.23,12.5,12.05,4.0,0.0
537,Sunny Gupta,0,0,1,0.0,19.0,47.0,1,0.0,0.0,0.0,14.84,470000.0,190000.0,0.0,0.0
538,Sunny Singh,43,7,31,0.0,0.0,0.0,5,8.6,138.71,22.58,0.0,0.0,0.0,1.0,0.0
539,Swapnil Singh,12,0,20,1.0,61.0,90.0,5,2.4,60.0,0.0,8.85,89.99,60.99,0.0,0.0
540,T Banton,18,2,22,0.0,0.0,0.0,2,9.0,81.82,9.09,0.0,0.0,0.0,0.0,0.0
541,T Henderson,11,1,16,1.0,36.0,41.0,2,5.5,68.75,6.25,6.83,41.0,36.0,0.0,0.0
542,T Kohli,11,1,20,0.0,0.0,0.0,3,3.67,55.0,5.0,0.0,0.0,0.0,5.0,0.0
543,T Natarajan,3,0,5,38.0,793.0,1116.0,35,0.09,60.0,0.0,8.44,29.37,20.87,3.0,0.0
544,T Shamsi,2,0,4,3.0,120.0,185.0,5,0.4,50.0,0.0,9.25,61.66,40.0,0.0,0.0
545,T Stubbs,2,0,4,0.0,0.0,0.0,2,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0
546,T Taibu,31,3,26,0.0,0.0,0.0,3,10.33,119.23,11.54,0.0,0.0,0.0,1.0,0.0
547,T Thushara,12,0,19,8.0,144.0,164.0,6,2.0,63.16,0.0,6.83,20.5,18.0,3.0,0.0
548,TA Boult,53,4,49,92.0,1860.0,2522.0,78,0.68,108.16,8.16,8.14,27.41,20.22,24.0,0.0
549,TD Paine,10,0,29,0.0,0.0,0.0,2,5.0,34.48,0.0,0.0,0.0,0.0,0.0,0.0
550,TG Southee,120,12,108,45.0,1226.0,1695.0,52,2.31,111.11,11.11,8.3,37.67,27.24,21.0,0.0
551,TH David,187,28,94,0.0,0.0,0.0,9,20.78,198.94,29.79,0.0,0.0,0.0,6.0,0.0
552,TK Curran,127,13,108,13.0,252.0,432.0,13,9.77,117.59,12.04,10.29,33.23,19.38,2.0,0.0
553,TL Seifert,26,4,26,0.0,0.0,0.0,3,8.67,100.0,15.38,0.0,0.0,0.0,1.0,0.0
554,TL Suman,676,81,587,6.0,152.0,198.0,40,16.9,115.16,13.8,7.82,33.0,25.33,10.0,0.0
555,TM Dilshan,1153,164,1047,5.0,275.0,368.0,50,23.06,110.12,15.66,8.03,73.6,55.0,21.0,0.0
556,TM Head,205,20,151,2.0,48.0,81.0,10,20.5,135.76,13.25,10.12,40.5,24.0,3.0,0.0
557,TM Srivastava,8,0,11,0.0,0.0,0.0,3,2.67,72.73,0.0,0.0,0.0,0.0,2.0,0.0
558,TR Birt,75,11,59,0.0,0.0,0.0,5,15.0,127.12,18.64,0.0,0.0,0.0,0.0,0.0
559,TS Mills,8,1,14,11.0,218.0,349.0,10,0.8,57.14,7.14,9.61,31.73,19.82,1.0,0.0
560,TU Deshpande,21,3,12,4.0,153.0,260.0,7,3.0,175.0,25.0,10.2,65.0,38.25,2.0,0.0
561,Tilak Varma,397,45,313,0.0,12.0,13.0,14,28.36,126.84,14.38,6.5,130000.0,120000.0,10.0,0.0
562,U Kaul,0,0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
563,UA Birla,7,1,15,0.0,0.0,0.0,1,7.0,46.67,6.67,0.0,0.0,0.0,1.0,0.0
564,UBT Chand,300,41,314,0.0,0.0,0.0,20,15.0,95.54,13.06,0.0,0.0,0.0,9.0,0.0
565,UT Khawaja,127,17,105,0.0,0.0,0.0,6,21.17,120.95,16.19,0.0,0.0,0.0,1.0,0.0
566,UT Yadav,177,23,176,135.0,2945.0,4041.0,132,1.34,100.57,13.07,8.23,29.93,21.81,32.0,0.0
567,Umar Gul,39,6,19,12.0,153.0,198.0,6,6.5,205.26,31.58,7.76,16.5,12.75,0.0,0.0
568,Umran Malik,4,0,8,24.0,388.0,551.0,17,0.24,50.0,0.0,8.52,22.96,16.17,3.0,0.0
569,V Kohli,6634,800,5266,4.0,264.0,371.0,216,30.71,125.98,15.19,8.43,92.75,66.0,93.0,0.0
570,V Pratap Singh,0,0,1,10.0,211.0,300.0,9,0.0,0.0,0.0,8.53,30.0,21.1,0.0,0.0
571,V Sehwag,2728,440,1833,6.0,138.0,236.0,104,26.23,148.83,24.0,10.26,39.33,23.0,34.0,0.0
572,V Shankar,731,74,616,9.0,258.0,344.0,47,15.55,118.67,12.01,8.0,38.22,28.67,27.0,0.0
573,VG Arora,5,0,14,3.0,110.0,165.0,5,1.0,35.71,0.0,9.0,55.0,36.67,1.0,0.0
574,VH Zol,29,4,26,0.0,0.0,0.0,2,14.5,111.54,15.38,0.0,0.0,0.0,0.0,0.0
575,VR Aaron,50,4,73,44.0,1065.0,1527.0,50,1.0,68.49,5.48,8.6,34.7,24.2,3.0,0.0
576,VR Iyer,552,75,474,3.0,78.0,117.0,22,25.09,116.46,15.82,9.0,39.0,26.0,11.0,0.0
577,VRV Singh,4,1,3,12.0,371.0,549.0,18,0.22,133.33,33.33,8.88,45.75,30.92,3.0,0.0
578,VS Malik,7,1,7,6.0,212.0,268.0,13,0.54,100.0,14.29,7.58,44.67,35.33,2.0,0.0
579,VS Yeligati,2,0,2,0.0,32.0,61.0,2,1.0,100.0,0.0,11.44,610000.0,320000.0,0.0,0.0
580,VVS Laxman,282,38,271,0.0,0.0,0.0,20,14.1,104.06,14.02,0.0,0.0,0.0,4.0,0.0
581,VY Mahesh,15,0,28,21.0,359.0,511.0,17,0.88,53.57,0.0,8.54,24.33,17.1,6.0,0.0
582,Virat Singh,15,1,26,0.0,0.0,0.0,2,7.5,57.69,3.85,0.0,0.0,0.0,2.0,0.0
583,Vishnu Vinod,19,2,26,0.0,0.0,0.0,3,6.33,73.08,7.69,0.0,0.0,0.0,0.0,2.0
584,W Jaffer,130,17,129,0.0,0.0,0.0,8,16.25,100.78,13.18,0.0,0.0,0.0,4.0,0.0
585,WA Mota,56,2,76,4.0,75.0,98.0,10,5.6,73.68,2.63,7.84,24.5,18.75,5.0,0.0
586,WD Parnell,63,5,80,26.0,601.0,731.0,26,2.42,78.75,6.25,7.3,28.12,23.12,6.0,0.0
587,WP Saha,2427,307,1951,0.0,0.0,0.0,117,20.74,124.4,15.74,0.0,0.0,0.0,79.0,22.0
588,WPUJC Vaas,81,5,73,18.0,288.0,364.0,13,6.23,110.96,6.85,7.58,20.22,16.0,0.0,0.0
589,Washington Sundar,318,35,278,33.0,928.0,1116.0,50,6.36,114.39,12.59,7.22,33.82,28.12,9.0,0.0
590,X Thalaivan Sargunam,10,0,17,0.0,0.0,0.0,1,10.0,58.82,0.0,0.0,0.0,0.0,0.0,0.0
591,Y Gnaneswara Rao,19,3,18,0.0,6.0,7.0,2,9.5,105.56,16.67,7.0,70000.0,60000.0,2.0,0.0
592,Y Nagar,285,29,271,4.0,72.0,125.0,20,14.25,105.17,10.7,10.42,31.25,18.0,7.0,0.0
593,Y Prithvi Raj,0,0,1,1.0,33.0,57.0,2,0.0,0.0,0.0,10.36,56.99,33.0,0.0,0.0
594,Y Venugopal Rao,985,114,865,6.0,222.0,338.0,57,17.28,113.87,13.18,9.14,56.33,37.0,13.0,0.0
595,YA Abdulla,0,0,1,15.0,222.0,311.0,11,0.0,0.0,0.0,8.41,20.73,14.8,0.0,0.0
596,YBK Jaiswal,547,84,410,0.0,1.0,6.0,23,23.78,133.41,20.49,36.0,60000.0,10000.0,6.0,0.0
597,YK Pathan,3222,424,2334,42.0,1184.0,1443.0,161,20.01,138.05,18.17,7.31,34.36,28.19,41.0,0.0
598,YS Chahal,37,0,89,166.0,2940.0,3699.0,130,0.28,41.57,0.0,7.55,22.28,17.71,21.0,0.0
599,YV Takawale,192,29,183,0.0,0.0,0.0,10,19.2,104.92,15.85,0.0,0.0,0.0,13.0,4.0
600,Yash Dayal,0,0,1,11.0,205.0,296.0,9,0.0,0.0,0.0,8.66,26.91,18.64,1.0,0.0
601,Yashpal Singh,47,5,67,0.0,0.0,0.0,4,11.75,70.15,7.46,0.0,0.0,0.0,3.0,0.0
602,Younis Khan,3,0,7,0.0,0.0,0.0,1,3.0,42.86,0.0,0.0,0.0,0.0,1.0,0.0
603,Yuvraj Singh,2754,367,2207,36.0,882.0,1091.0,129,21.35,124.78,16.63,7.42,30.31,24.5,29.0,0.0
604,Z Khan,117,13,141,102.0,2276.0,2860.0,99,1.18,82.98,9.22,7.54,28.04,22.31,20.0,0.0
