Season,Name,Nationality,Type,Team,Price
2018,Barinder Singh Sran,Not Available,Bowler,Kings XI Punjab,"2,20,00,000"
2018,Yuvraj Singh,Indian ,All-Rounder,Kings XI Punjab,"2,00,00,000"
2018,Christopher Gayle,Not Available,Batsman,Kings XI Punjab,"2,00,00,000"
2018,Ben Dwarshuis,Not Available,Bowler,Kings XI Punjab,"1,40,00,000"
2018,Akshdeep Nath,Not Available,All-Rounder,Kings XI Punjab,"1,00,00,000"
2018,Manoj Tiwary,Indian ,Batsman,Kings XI Punjab,"1,00,00,000"
2018,Mayank Agarwal,Indian ,Batsman,Kings XI Punjab,"1,00,00,000"
2018,Manzoor Dar,Not Available,All-Rounder,Kings XI Punjab,"20,00,000"
2018,Pardeep Sahu,Not Available,Bowler,Kings XI Punjab,"20,00,000"
2018,Mayank Dagar,Indian ,All-Rounder,Kings XI Punjab,"20,00,000"
2018,Chris Lynn,Not Available,Batsman, Kolkata Knight Riders,"9,60,00,000"
2018,Mitchell Starc,Not Available,Bowler, Kolkata Knight Riders,"9,40,00,000"
2018,Dinesh Karthik,Indian ,Wicket Keeper, Kolkata Knight Riders,"7,40,00,000"
2018,Robin Uthappa,Indian ,Wicket Keeper, Kolkata Knight Riders,"6,40,00,000"
2018,Kuldeep Singh Yadav,Indian ,Bowler, Kolkata Knight Riders,"5,80,00,000"
2018,Piyush Chawla,Indian ,Bowler, Kolkata Knight Riders,"4,20,00,000"
2018,Nitish Rana,Indian ,All-Rounder, Kolkata Knight Riders,"3,40,00,000"
2018,Kamlesh Nagarkoti,Indian ,All-Rounder, Kolkata Knight Riders,"3,20,00,000"
2018,Shivam Mavi,Indian ,All-Rounder, Kolkata Knight Riders,"3,00,00,000"
2018,Mitchell Johnson,Not Available,Bowler, Kolkata Knight Riders,"2,00,00,000"
2018,Shubman Gill,Not Available,Batsman, Kolkata Knight Riders,"1,80,00,000"
2018,Ranganath Vinay Kumar,Not Available,Bowler, Kolkata Knight Riders,"1,00,00,000"
2018,Rinku Singh,Indian ,Batsman, Kolkata Knight Riders,"80,00,000"
2018,Cameron Delport,Not Available,All-Rounder, Kolkata Knight Riders,"30,00,000"
2018,Javon Searless,Not Available,All-Rounder, Kolkata Knight Riders,"30,00,000"
2018,Apoorv Vijay Wankhade,Not Available,Batsman, Kolkata Knight Riders,"20,00,000"
2018,Ishank Jaggi,Not Available,Batsman, Kolkata Knight Riders,"20,00,000"
2018,Krunal Pandya,Indian ,All-Rounder, Mumbai Indians,"8,80,00,000"
2018,Ishan Kishan,Indian ,Wicket Keeper, Mumbai Indians,"6,20,00,000"
2018,Kieron Pollard,Not Available,All-Rounder, Mumbai Indians,"5,40,00,000"
2018,Pat Cummins,Overseas ,Bowler, Mumbai Indians,"5,40,00,000"
2018,Evin Lewis,Overseas ,Batsman, Mumbai Indians,"3,80,00,000"
2018,Suryakumar Yadav,Not Available,Batsman, Mumbai Indians,"3,20,00,000"
2018,Ben Cutting,Not Available,All-Rounder, Mumbai Indians,"2,20,00,000"
2018,Mustafizur Rahman,Overseas ,Bowler, Mumbai Indians,"2,20,00,000"
2018,Rahul Chahar,Indian ,Bowler, Mumbai Indians,"1,90,00,000"
2018,Pradeep Sangwan,Indian ,Bowler, Mumbai Indians,"1,50,00,000"
2018,Jason Behrendorff,Overseas ,Bowler, Mumbai Indians,"1,50,00,000"
2018,Jean-Paul Duminy,Not Available,All-Rounder, Mumbai Indians,"1,00,00,000"
2018,Saurabh Tiwary,Not Available,Batsman, Mumbai Indians,"80,00,000"
2018,Tajinder Dhillon,Not Available,All-Rounder, Mumbai Indians,"55,00,000"
2018,Akila Dhananjaya,Not Available,Bowler, Mumbai Indians,"50,00,000"
2018,Nidheesh M D Dinesan,Not Available,Bowler, Mumbai Indians,"20,00,000"
2018,Aditya Tare,Not Available,Wicket Keeper, Mumbai Indians,"20,00,000"
2018,Siddhesh Dinesh Lad,Indian ,Batsman, Mumbai Indians,"20,00,000"
2018,Mayank Markande,Indian ,Bowler, Mumbai Indians,"20,00,000"
2018,Sharad Lumba ,Not Available,Batsman, Mumbai Indians,"20,00,000"
2018,Anukul Roy,Indian ,All-Rounder, Mumbai Indians,"20,00,000"
2018,Mohsin Khan,Indian ,Bowler, Mumbai Indians,"20,00,000"
2018,Benjamin Stokes,Not Available,All-Rounder, Rajasthan Royals,"12,50,00,000"
2018,Jaydev Unadkat,Indian ,Bowler, Rajasthan Royals,"11,50,00,000"
2018,Sanju Samson,Not Available,Wicket Keeper, Rajasthan Royals,"8,00,00,000"
2018,Jofra Archer,Overseas ,All-Rounder, Rajasthan Royals,"7,20,00,000"
2018,Krishnappa Gowtham,Not Available,Bowler, Rajasthan Royals,"6,20,00,000"
2018,Jos Buttler,Not Available,Wicket Keeper, Rajasthan Royals,"4,40,00,000"
2018,Ajinkya Rahane,Indian ,Batsman, Rajasthan Royals,"4,00,00,000"
2018,Darcy Short,Not Available,All-Rounder, Rajasthan Royals,"4,00,00,000"
2018,Rahul Tripathi,Indian ,Batsman, Rajasthan Royals,"3,40,00,000"
2018,Dhawal Kulkarni,Not Available,Bowler, Rajasthan Royals,"75,00,000"
2018,Zahir Khan Pakteen,Not Available,Bowler, Rajasthan Royals,"60,00,000"
2018,Ben Laughlin,Not Available,Bowler, Rajasthan Royals,"50,00,000"
2018,Stuart Binny,Not Available,All-Rounder, Rajasthan Royals,"50,00,000"
2018,Dushmantha Chameera,Overseas ,Bowler, Rajasthan Royals,"50,00,000"
2018,Anureet Singh,Not Available,Bowler, Rajasthan Royals,"30,00,000"
2018,Aryaman Vikram Birla,Not Available,All-Rounder, Rajasthan Royals,"30,00,000"
2018,Midhun S,Not Available,All-Rounder, Rajasthan Royals,"20,00,000"
2018,Shreyas Gopal,Indian ,All-Rounder, Rajasthan Royals,"20,00,000"
2018,Prashant Chopra,Not Available,Wicket Keeper, Rajasthan Royals,"20,00,000"
2018,Jatin Saxena,Indian ,All-Rounder, Rajasthan Royals,"20,00,000"
2018,Ankit Sharma,Not Available,All-Rounder, Rajasthan Royals,"20,00,000"
2018,Mahipal Lomror,Indian ,All-Rounder, Rajasthan Royals,"20,00,000"
2018,Chris Woakes,Not Available,All-Rounder, Royal Challengers Bangalore,"7,40,00,000"
2018,Yuzvendra Singh Chahal,Not Available,Bowler, Royal Challengers Bangalore,"6,00,00,000"
2018,Umesh Yadav,Indian ,Bowler, Royal Challengers Bangalore,"4,20,00,000"
2018,Brendon McCullum,Not Available,Batsman, Royal Challengers Bangalore,"3,60,00,000"
2018,M.S. Washington Sundar,Not Available,All-Rounder, Royal Challengers Bangalore,"3,20,00,000"
2018,Navdeep Saini,Indian ,Bowler, Royal Challengers Bangalore,"3,00,00,000"
2018,Quinton De Kock,Overseas ,Wicket Keeper, Royal Challengers Bangalore,"2,80,00,000"
2018,Mohammed Siraj,Not Available,Bowler, Royal Challengers Bangalore,"2,60,00,000"
2018,Nathan Coulter-Nile,Overseas ,Bowler, Royal Challengers Bangalore,"2,20,00,000"
2018,Colin De Grandhomme,Not Available,All-Rounder, Royal Challengers Bangalore,"2,20,00,000"
2018,M. Ashwin,Not Available,Bowler, Royal Challengers Bangalore,"2,20,00,000"
2018,Parthiv Patel,Not Available,Wicket Keeper, Royal Challengers Bangalore,"1,70,00,000"
2018,Moeen Ali,Not Available,All-Rounder, Royal Challengers Bangalore,"1,70,00,000"
2018,Mandeep Singh,Indian ,All-Rounder, Royal Challengers Bangalore,"1,40,00,000"
2018,Manan Vohra,Indian ,Batsman, Royal Challengers Bangalore,"1,10,00,000"
2018,Pawan Negi,Not Available,All-Rounder, Royal Challengers Bangalore,"1,00,00,000"
2018,Tim Southee,Overseas ,Bowler, Royal Challengers Bangalore,"1,00,00,000"
2018,Kulwant Khejroliya,Indian ,Bowler, Royal Challengers Bangalore,"85,00,000"
2018,Aniket Choudhary,Not Available,Bowler, Royal Challengers Bangalore,"30,00,000"
2018,Pavan Deshpande,Not Available,All-Rounder, Royal Challengers Bangalore,"20,00,000"
2018,Anirudha Ashok Joshi,Not Available,All-Rounder, Royal Challengers Bangalore,"20,00,000"
2018,Manish Pandey,Indian ,Batsman, Sunrisers Hyderabad,"11,00,00,000"
2018,Rashid Khan Arman,Not Available,Bowler, Sunrisers Hyderabad,"9,00,00,000"
2018,Shikhar Dhawan,Indian ,Batsman, Sunrisers Hyderabad,"5,20,00,000"
2018,Wriddhiman Saha,Indian ,Wicket Keeper, Sunrisers Hyderabad,"5,00,00,000"
2018,Siddarth Kaul,Indian ,Bowler, Sunrisers Hyderabad,"3,80,00,000"
2018,Deepak Hooda,Indian ,All-Rounder, Sunrisers Hyderabad,"3,60,00,000"
2018,Syed Khaleel Ahmed,Indian ,Bowler, Sunrisers Hyderabad,"3,00,00,000"
2018,Sandeep Sharma,Indian ,Bowler, Sunrisers Hyderabad,"3,00,00,000"
2018,Kane Williamson,Overseas ,Batsman, Sunrisers Hyderabad,"3,00,00,000"
2018,Carlos Brathwaite,Not Available,All-Rounder, Sunrisers Hyderabad,"2,00,00,000"
2018,Shakib Al Hasan,Overseas ,All-Rounder, Sunrisers Hyderabad,"2,00,00,000"
2018,Yusuf Pathan,Indian ,All-Rounder, Sunrisers Hyderabad,"1,90,00,000"
2018,Shreevats Goswami,Not Available,Wicket Keeper, Sunrisers Hyderabad,"1,00,00,000"
2018,Mohammad Nabi,Overseas ,All-Rounder, Sunrisers Hyderabad,"1,00,00,000"
2018,Chris Jordan,Not Available,All-Rounder, Sunrisers Hyderabad,"1,00,00,000"
2018,Basil Thampi,Not Available,Bowler, Sunrisers Hyderabad,"95,00,000"
2018,Billy Stanlake,Not Available,Batsman, Sunrisers Hyderabad,"50,00,000"
2018,T Natarajan,Indian ,Bowler, Sunrisers Hyderabad,"40,00,000"
2018,Sachin Baby,Not Available,Batsman, Sunrisers Hyderabad,"20,00,000"
2018,Bipul Sharma,Not Available,All-Rounder, Sunrisers Hyderabad,"20,00,000"
2018,Syed Mehdi Hasan,Not Available,All-Rounder, Sunrisers Hyderabad,"20,00,000"
2018,Ricky Bhui,Not Available,Batsman, Sunrisers Hyderabad,"20,00,000"
2018,Tanmay Agarwal,Not Available,Batsman, Sunrisers Hyderabad,"20,00,000"
2017,Jason Roy,Overseas ,Batsman,Gujarat Lions,"1,00,00,000"
2017,Basil Thampi,Not Available,Bowler,Gujarat Lions,"85,00,000"
2017,Manpreet Gony,Not Available,Bowler,Gujarat Lions,"60,00,000"
2017,Nathu Singh,Not Available,Bowler,Gujarat Lions,"50,00,000"
2017,Munaf Patel,Indian ,Bowler,Gujarat Lions,"30,00,000"
2017,Akshdeep Nath,Not Available,All-Rounder,Gujarat Lions,"10,00,000"
2017,Shubam Agrawal,Not Available,All-Rounder,Gujarat Lions,"10,00,000"
2017,Tejas Baroka ,Indian ,Bowler,Gujarat Lions,"10,00,000"
2017,Chirag Suri,Not Available,Batsman,Gujarat Lions,"10,00,000"
2017,Pratham Singh,Indian ,All-Rounder,Gujarat Lions,"10,00,000"
2017,Shelley Shaurya,Not Available,Bowler,Gujarat Lions,"10,00,000"
2017,T Natarajan,Indian ,Bowler,Kings XI Punjab,"3,00,00,000"
2017,Varun Aaron,Indian ,Bowler,Kings XI Punjab,"2,80,00,000"
2017,Eoin Morgan,Not Available,Batsman,Kings XI Punjab,"2,00,00,000"
2017,Matt Henry,Not Available,Bowler,Kings XI Punjab,"50,00,000"
2017,Martin Guptill,Not Available,Batsman,Kings XI Punjab,"50,00,000"
2017,Darren Sammy,Not Available,All-Rounder,Kings XI Punjab,"30,00,000"
2017,Rahul Tewatia,Indian ,All-Rounder,Kings XI Punjab,"25,00,000"
2017,Rinku Singh,Indian ,Batsman,Kings XI Punjab,"10,00,000"
2017,Trent Boult,Overseas ,Bowler,Kolkata Knight Riders,"5,00,00,000"
2017,Chris Woakes,Not Available,All-Rounder,Kolkata Knight Riders,"4,20,00,000"
2017,Nathan Coulter-Nile,Overseas ,Bowler,Kolkata Knight Riders,"3,50,00,000"
2017,Rishi Dhawan,Indian ,All-Rounder,Kolkata Knight Riders,"55,00,000"
2017,Darren Bravo,Not Available,Batsman,Kolkata Knight Riders,"50,00,000"
2017,Rovman Powell,Overseas ,All-Rounder,Kolkata Knight Riders,"30,00,000"
2017,Sayan Ghosh,Not Available,Bowler,Kolkata Knight Riders,"10,00,000"
2017,R. Sanjay Yadav,Not Available,All-Rounder,Kolkata Knight Riders,"10,00,000"
2017,Ishank Jaggi,Not Available,Batsman,Kolkata Knight Riders,"10,00,000"
2017,Karn Sharma,Indian ,All-Rounder,Mumbai Indians,"3,20,00,000"
2017,Krishnappa Gowtham,Not Available,All-Rounder,Mumbai Indians,"2,00,00,000"
2017,Mitchell Johnson,Not Available,Bowler,Mumbai Indians,"2,00,00,000"
2017,Asela Gunarathna,Not Available,Batsman,Mumbai Indians,"30,00,000"
2017,Saurabh Tiwary,Not Available,Batsman,Mumbai Indians,"30,00,000"
2017,Nicholas Pooran,Overseas ,Wicket Keeper,Mumbai Indians,"30,00,000"
2017,Kulwant Khejroliya,Indian ,Bowler,Mumbai Indians,"10,00,000"
2017,Benjamin Stokes,Not Available,All-Rounder,Rising Pune Supergiant,"14,50,00,000"
2017,Daniel Christian,Not Available,All-Rounder,Rising Pune Supergiant,"1,00,00,000"
2017,Manoj Tiwary,Indian ,Batsman,Rising Pune Supergiant,"50,00,000"
2017,Lockie Ferguson ,Overseas ,Bowler,Rising Pune Supergiant,"50,00,000"
2017,Jaydev Unadkat,Indian ,Bowler,Rising Pune Supergiant,"30,00,000"
2017,Rahul Chahar,Indian ,Bowler,Rising Pune Supergiant,"10,00,000"
2017,Saurabh Kumar,Not Available,Bowler,Rising Pune Supergiant,"10,00,000"
2017,Milind Tandon,Not Available,All-Rounder,Rising Pune Supergiant,"10,00,000"
2017,Rahul Ajay Tripathi,Not Available,All-Rounder,Rising Pune Supergiant,"10,00,000"
2017,Tymal Mills,Overseas ,Bowler, Royal Challengers Bangalore,"12,00,00,000"
2017,Aniket Choudhary,Not Available,Bowler, Royal Challengers Bangalore,"2,00,00,000"
2017,Pawan Negi,Not Available,All-Rounder, Royal Challengers Bangalore,"1,00,00,000"
2017,Billy Stanlake,Not Available,Bowler, Royal Challengers Bangalore,"30,00,000"
2017,Pravin Dubey,Indian ,All-Rounder, Royal Challengers Bangalore,"10,00,000"
2017,Rashid Khan Arman,Not Available,Bowler, Sunrisers Hyderabad,"4,00,00,000"
2017,Mohammed Siraj,Not Available,Bowler, Sunrisers Hyderabad,"2,60,00,000"
2017,Eklavya Dwivedi,Not Available,Wicket Keeper, Sunrisers Hyderabad,"75,00,000"
2017,Chris Jordan,Not Available,All-Rounder, Sunrisers Hyderabad,"50,00,000"
2017,Mohammad Nabi,Overseas ,All-Rounder, Sunrisers Hyderabad,"30,00,000"
2017,Ben Laughlin,Not Available,Bowler, Sunrisers Hyderabad,"30,00,000"
2017,Pravin Tambe,Indian ,Bowler, Sunrisers Hyderabad,"10,00,000"
2017,Tanmay Agarwal,Not Available,Batsman, Sunrisers Hyderabad,"10,00,000"
2016,Praveen Kumar,Not Available,Bowler,Gujarat Lions,"3,50,00,000"
2016,Dale Steyn,Not Available,Bowler,Gujarat Lions,"2,30,00,000"
2016,Dinesh Karthik,Indian ,Wicket Keeper,Gujarat Lions,"2,30,00,000"
2016,Dwayne Smith,Not Available,All-Rounder,Gujarat Lions,"2,30,00,000"
2016,Dhawal Kulkarni,Not Available,Bowler,Gujarat Lions,"2,00,00,000"
2016,Aaron Finch,Not Available,Batsman,Gujarat Lions,"1,00,00,000"
2016,Eklavya Dwivedi,Not Available,Wicket Keeper,Gujarat Lions,"1,00,00,000"
2016,Andrew Tye,Not Available,All-Rounder,Gujarat Lions,"50,00,000"
2016,Ishan Kishan,Indian ,Wicket Keeper,Gujarat Lions,"35,00,000"
2016,Jaydev Shah,Not Available,All-Rounder,Gujarat Lions,"20,00,000"
2016,Shadab Jakati,Not Available,All-Rounder,Gujarat Lions,"20,00,000"
2016,Pravin Tambe,Indian ,Bowler,Gujarat Lions,"20,00,000"
2016,Pradeep Sangwan,Indian ,All-Rounder,Gujarat Lions,"20,00,000"
2016,Amit Mishra,Indian ,Bowler,Gujarat Lions,"10,00,000"
2016,Shivil Kaushik,Not Available,Bowler,Gujarat Lions,"10,00,000"
2016,Akshdeep Nath,Not Available,All-Rounder,Gujarat Lions,"10,00,000"
2016,Sarabjit Ladda,Not Available,Bowler,Gujarat Lions,"10,00,000"
2016,Umang Sharma,Not Available,Batsman,Gujarat Lions,"10,00,000"
2016,Paras Dogra,Not Available,Batsman,Gujarat Lions,"10,00,000"
2016,Mohit Sharma,Indian ,Bowler,Kings XI Punjab,"6,50,00,000"
2016,Kyle Abbott,Not Available,Bowler,Kings XI Punjab,"2,10,00,000"
2016,K.C. Cariappa,Indian ,Bowler,Kings XI Punjab,"80,00,000"
2016,Marcus Stoinis,Not Available,All-Rounder,Kings XI Punjab,"55,00,000"
2016,Farhaan Behardien,Not Available,All-Rounder,Kings XI Punjab,"30,00,000"
2016,Pardeep Sahu,Not Available,All-Rounder,Kings XI Punjab,"10,00,000"
2016,Armaan Jaffer,Not Available,Batsman,Kings XI Punjab,"10,00,000"
2016,Swapnil Singh,Indian ,All-Rounder,Kings XI Punjab,"10,00,000"
2016,Jaydev Unadkat,Indian ,Bowler,Kolkata Knight Riders,"1,60,00,000"
2016,Ankit Singh Rajpoot,Indian ,Bowler,Kolkata Knight Riders,"1,50,00,000"
2016,John Hastings,Not Available,Bowler,Kolkata Knight Riders,"1,30,00,000"
2016,Jason Holder,Overseas ,All-Rounder,Kolkata Knight Riders,"70,00,000"
2016,Colin Munro,Not Available,All-Rounder,Kolkata Knight Riders,"30,00,000"
2016,Rajagopal Sathish,Not Available,All-Rounder,Kolkata Knight Riders,"20,00,000"
2016,Manan Ajay Sharma,Not Available,All-Rounder,Kolkata Knight Riders,"10,00,000"
2016,Jos Buttler,Not Available,Wicket Keeper,Mumbai Indians,"3,80,00,000"
2016,Nathu Singh,Not Available,Bowler,Mumbai Indians,"3,20,00,000"
2016,Tim Southee,Overseas ,Bowler,Mumbai Indians,"2,50,00,000"
2016,Krunal Pandya,Indian ,All-Rounder,Mumbai Indians,"2,00,00,000"
2016,Kishore Pramod Kamath,Not Available,All-Rounder,Mumbai Indians,"1,40,00,000"
2016,Deepak Punia,Not Available,All-Rounder,Mumbai Indians,"10,00,000"
2016,Jitesh Sharma,Indian ,Wicket Keeper,Mumbai Indians,"10,00,000"
2016,Mitchell Marsh,Overseas ,All-Rounder,Rising Pune Supergiant,"4,80,00,000"
2016,M. Ashwin,Not Available,Bowler,Rising Pune Supergiant,"4,50,00,000"
2016,Ishant Sharma,Indian ,Bowler,Rising Pune Supergiant,"3,80,00,000"
2016,Kevin Pietersen,Not Available,Batsman,Rising Pune Supergiant,"3,50,00,000"
2016,Irfan Pathan,Indian ,All-Rounder,Rising Pune Supergiant,"1,00,00,000"
2016,Thisara Perera,Overseas ,All-Rounder,Rising Pune Supergiant,"1,00,00,000"
2016,Rajat Bhatia,Not Available,All-Rounder,Rising Pune Supergiant,"60,00,000"
2016,Ashok Dinda,Not Available,Bowler,Rising Pune Supergiant,"50,00,000"
2016,Scott Boland,Not Available,Bowler,Rising Pune Supergiant,"50,00,000"
2016,Peter Handscomb,Not Available,Wicket Keeper,Rising Pune Supergiant,"30,00,000"
2016,Rudra Pratap Singh,Not Available,Bowler,Rising Pune Supergiant,"30,00,000"
2016,Adam Zampa,Overseas ,Bowler,Rising Pune Supergiant,"30,00,000"
2016,Ishwar Chandra Pandey,Not Available,Bowler,Rising Pune Supergiant,"20,00,000"
2016,Deepak Chahar,Indian ,All-Rounder,Rising Pune Supergiant,"10,00,000"
2016,Jaskaran Singh,Not Available,Bowler,Rising Pune Supergiant,"10,00,000"
2016,Baba Aparajith,Not Available,All-Rounder,Rising Pune Supergiant,"10,00,000"
2016,Ankush Bains,Not Available,Wicket Keeper,Rising Pune Supergiant,"10,00,000"
2016,Ankit Sharma,Not Available,All-Rounder,Rising Pune Supergiant,"10,00,000"
2016,Shane Watson,Not Available,All-Rounder, Royal Challengers Bangalore,"9,50,00,000"
2016,Stuart Binny,Not Available,All-Rounder, Royal Challengers Bangalore,"2,00,00,000"
2016,Kane Richardson,Not Available,Bowler, Royal Challengers Bangalore,"2,00,00,000"
2016,Samuel Badree,Not Available,Bowler, Royal Challengers Bangalore,"50,00,000"
2016,Travis Head,Not Available,Batsman, Royal Challengers Bangalore,"50,00,000"
2016,Pravin Dubey,Indian ,All-Rounder, Royal Challengers Bangalore,"35,00,000"
2016,Vikramjeet Malik,Not Available,Bowler, Royal Challengers Bangalore,"20,00,000"
2016,Akshay Karnewar,Not Available,All-Rounder, Royal Challengers Bangalore,"10,00,000"
2016,Iqbal Abdullah,Not Available,All-Rounder, Royal Challengers Bangalore,"10,00,000"
