Season,Name,Nationality,Type,Team,Price
2016,Sachin Baby,Not Available,Batsman, Royal Challengers Bangalore,"10,00,000"
2016,Vikas Tokas,Not Available,Bowler, Royal Challengers Bangalore,"10,00,000"
2016,Yuvraj Singh,Indian ,All-Rounder, Sunrisers Hyderabad,"7,00,00,000"
2016,Ashish Nehra,Not Available,Bowler, Sunrisers Hyderabad,"5,50,00,000"
2016,Deepak Hooda,Indian ,All-Rounder, Sunrisers Hyderabad,"4,20,00,000"
2016,Mustafizur Rahman,Overseas ,Bowler, Sunrisers Hyderabad,"1,40,00,000"
2016,Aditya Tare,Not Available,Wicket Keeper, Sunrisers Hyderabad,"1,20,00,000"
2016,Barinder Singh Sran,Not Available,Bowler, Sunrisers Hyderabad,"1,20,00,000"
2016,Ben Cutting,Not Available,All-Rounder, Sunrisers Hyderabad,"50,00,000"
2016,Vijay Shankar,Indian ,All-Rounder, Sunrisers Hyderabad,"35,00,000"
2016,Abhimanyu Mithun,Not Available,Bowler, Sunrisers Hyderabad,"30,00,000"
2016,Tirumalasetti Suman,Not Available,Batsman, Sunrisers Hyderabad,"10,00,000"
2015,Yuvraj Singh,Indian ,Batsman,Delhi Daredevils,"16,00,00,000"
2015,Angelo Mathews,Not Available,All-Rounder,Delhi Daredevils,"7,50,00,000"
2015,Zaheer Khan,Indian ,Bowler,Delhi Daredevils,"4,00,00,000"
2015,Amit Mishra,Indian ,Bowler,Delhi Daredevils,"3,50,00,000"
2015,Shreyas Iyer,Indian ,Batsman,Delhi Daredevils,"2,60,00,000"
2015,Gurinder Sandhu,Not Available,Bowler,Delhi Daredevils,"1,70,00,000"
2015,Jaydev Unadkat,Indian ,Bowler,Delhi Daredevils,"1,10,00,000"
2015,Domnic Joseph Muthuswamy,Not Available,Bowler,Delhi Daredevils,"75,00,000"
2015,Albie Morkel,Not Available,All-Rounder,Delhi Daredevils,"30,00,000"
2015,Travis Head,Not Available,Batsman,Delhi Daredevils,"30,00,000"
2015,Marcus Stoinis,Not Available,All-Rounder,Delhi Daredevils,"25,00,000"
2015,C.M. Gautam,Not Available,Wicket Keeper,Delhi Daredevils,"20,00,000"
2015,Kona Srikar Bharat,Not Available,Wicket Keeper,Delhi Daredevils,"10,00,000"
2015,K.K. Jiyaz,Not Available,Bowler,Delhi Daredevils,"10,00,000"
2015,Murali Vijay,Not Available,Batsman,Kings XI Punjab,"3,00,00,000"
2015,Nikhil Shankar Naik,Indian ,Wicket Keeper,Kings XI Punjab,"30,00,000"
2015,Yogesh Gowalkar,Not Available,All-Rounder,Kings XI Punjab,"10,00,000"
2015,K.C. Cariappa,Indian ,Bowler,Kolkata Knight Riders,"2,40,00,000"
2015,James Neesham,Overseas ,All-Rounder,Kolkata Knight Riders,"50,00,000"
2015,Brad Hogg,Not Available,Bowler,Kolkata Knight Riders,"50,00,000"
2015,Aditya Garhwal,Not Available,All-Rounder,Kolkata Knight Riders,"25,00,000"
2015,Sheldon Jackson,Indian ,Batsman,Kolkata Knight Riders,"15,00,000"
2015,Sumit Narwal,Not Available,All-Rounder,Kolkata Knight Riders,"10,00,000"
2015,Vaibhav Rawal,Not Available,All-Rounder,Kolkata Knight Riders,"10,00,000"
2015,Aaron Finch,Not Available,Batsman,Mumbai Indians,"3,20,00,000"
2015,Pragyan Ojha,Not Available,Bowler,Mumbai Indians,"50,00,000"
2015,Abhimanyu Mithun,Not Available,Bowler,Mumbai Indians,"30,00,000"
2015,Mitchell McClenaghan,Not Available,Bowler,Mumbai Indians,"30,00,000"
2015,Aiden Blizzard,Not Available,Batsman,Mumbai Indians,"30,00,000"
2015,Hardik Pandya,Not Available,All-Rounder,Mumbai Indians,"10,00,000"
2015,Akshay Wakhare,Not Available,Bowler,Mumbai Indians,"10,00,000"
2015,Nitish Rana,Indian ,All-Rounder,Mumbai Indians,"10,00,000"
2015,Siddhesh Dinesh Lad,Indian ,All-Rounder,Mumbai Indians,"10,00,000"
2015,J. Suchitch,Indian ,All-Rounder,Mumbai Indians,"10,00,000"
2015,Christopher Morris,Not Available,All-Rounder,Rajasthan Royals,"1,40,00,000"
2015,Juan Theron,Not Available,Bowler,Rajasthan Royals,"30,00,000"
2015,Barinder Singh Saran,Not Available,Bowler,Rajasthan Royals,"10,00,000"
2015,Dinesh Salunkhe,Not Available,All-Rounder,Rajasthan Royals,"10,00,000"
2015,Sagar Trivedi,Not Available,All-Rounder,Rajasthan Royals,"10,00,000"
2015,Pardeep Sahu,Not Available,All-Rounder,Rajasthan Royals,"10,00,000"
2015,Dinesh Karthik,Indian ,Wicket Keeper, Royal Challengers Bangalore,"10,50,00,000"
2015,Darren Sammy,Not Available,All-Rounder, Royal Challengers Bangalore,"2,80,00,000"
2015,David Wiese,Overseas ,All-Rounder, Royal Challengers Bangalore,"2,80,00,000"
2015,Sean Abbott,Overseas ,Bowler, Royal Challengers Bangalore,"1,00,00,000"
2015,Adam Milne,Overseas ,Bowler, Royal Challengers Bangalore,"70,00,000"
2015,Sarfaraz Naushad Khan,Not Available,Batsman, Royal Challengers Bangalore,"50,00,000"
2015,Subramaniam Badrinath,Not Available,Batsman, Royal Challengers Bangalore,"30,00,000"
2015,Jalaj Saxena,Not Available,All-Rounder, Royal Challengers Bangalore,"10,00,000"
2015,Shishir Bhavane,Indian ,Batsman, Royal Challengers Bangalore,"10,00,000"
2015,Trent Boult,Overseas ,Bowler, Sunrisers Hyderabad,"3,80,00,000"
2015,Praveen Kumar,Not Available,Bowler, Sunrisers Hyderabad,"2,20,00,000"
2015,Kevin Pietersen,Not Available,Batsman, Sunrisers Hyderabad,"2,00,00,000"
2015,Eoin Morgan,Not Available,Batsman, Sunrisers Hyderabad,"1,50,00,000"
2015,Ravi Bopara,Not Available,All-Rounder, Sunrisers Hyderabad,"1,00,00,000"
2015,Kane Williamson,Overseas ,All-Rounder, Sunrisers Hyderabad,"60,00,000"
2015,Laxmi Ratan Shukla,Not Available,All-Rounder, Sunrisers Hyderabad,"30,00,000"
2015,Prasanth Padmanabhan,Not Available,All-Rounder, Sunrisers Hyderabad,"10,00,000"
2015,Hanuma Vihari,Not Available,Batsman, Sunrisers Hyderabad,"10,00,000"
2015,Siddarth Kaul,Indian ,Bowler, Sunrisers Hyderabad,"10,00,000"
2014,Dinesh Karthik,Indian ,Wicket Keeper,Delhi Daredevils,"12,50,00,000"
2014,Kevin Pietersen,Not Available,Batsman,Delhi Daredevils,"9,00,00,000"
2014,Murali Vijay,Not Available,Batsman,Delhi Daredevils,"5,00,00,000"
2014,Mohammad Shami,Indian ,Bowler,Delhi Daredevils,"4,25,00,000"
2014,Nathan Coulter-Nile,Overseas ,Bowler,Delhi Daredevils,"4,25,00,000"
2014,Quinton De Kock,Overseas ,Wicket Keeper,Delhi Daredevils,"3,50,00,000"
2014,Manoj Tiwary,Indian ,Batsman,Delhi Daredevils,"2,80,00,000"
2014,Jaydev Unadkat,Indian ,Bowler,Delhi Daredevils,"2,80,00,000"
2014,Jean-Paul Duminy,Not Available,Batsman,Delhi Daredevils,"2,20,00,000"
2014,Ross Taylor,Not Available,Batsman,Delhi Daredevils,"2,00,00,000"
2014,Kedar Jadhav,Not Available,Batsman,Delhi Daredevils,"2,00,00,000"
2014,Rahul Sharma,Not Available,Bowler,Delhi Daredevils,"1,90,00,000"
2014,Mayank Agarwal,Indian ,Batsman,Delhi Daredevils,"1,60,00,000"
2014,Laxmi Ratan Shukla,Not Available,All-Rounder,Delhi Daredevils,"1,50,00,000"
2014,James Neesham,Overseas ,All-Rounder,Delhi Daredevils,"1,00,00,000"
2014,Wayne Parnell,Not Available,Bowler,Delhi Daredevils,"1,00,00,000"
2014,Shahbaz Nadeem,Indian ,Bowler,Delhi Daredevils,"85,00,000"
2014,Saurabh Tiwary,Not Available,Batsman,Delhi Daredevils,"70,00,000"
2014,Siddarth Kaul,Indian ,Bowler,Delhi Daredevils,"45,00,000"
2014,Rahul Shukla,Not Available,Bowler,Delhi Daredevils,"40,00,000"
2014,Jayant Yadav,Indian ,All-Rounder,Delhi Daredevils,"10,00,000"
2014,HS Sharath,Not Available,Bowler,Delhi Daredevils,"10,00,000"
2014,Milind Kumar,Not Available,Batsman,Delhi Daredevils,"10,00,000"
2014,Mitchell Johnson,Not Available,All-Rounder,Kings XI Punjab,"6,50,00,000"
2014,Glenn Maxwell,Not Available,All-Rounder,Kings XI Punjab,"6,00,00,000"
2014,George Bailey,Not Available,Batsman,Kings XI Punjab,"3,25,00,000"
2014,Virender Sehwag,Indian ,Batsman,Kings XI Punjab,"3,20,00,000"
2014,Rishi Dhawan,Indian ,All-Rounder,Kings XI Punjab,"3,00,00,000"
2014,Wriddhiman Saha,Indian ,Wicket Keeper,Kings XI Punjab,"2,20,00,000"
2014,Shaun Marsh,Not Available,Batsman,Kings XI Punjab,"2,20,00,000"
2014,Cheteshwar Pujara,Not Available,Batsman,Kings XI Punjab,"1,90,00,000"
2014,Beuran Hendricks,Not Available,Bowler,Kings XI Punjab,"1,80,00,000"
2014,Lakshmipathy Balaji,Not Available,Bowler,Kings XI Punjab,"1,80,00,000"
2014,Thisara Perera,Overseas ,All-Rounder,Kings XI Punjab,"1,60,00,000"
2014,Gurkirat Singh Mann,Indian ,Batsman,Kings XI Punjab,"1,30,00,000"
2014,Murali Kartik,Not Available,Bowler,Kings XI Punjab,"1,00,00,000"
2014,Sandeep Sharma,Indian ,Bowler,Kings XI Punjab,"85,00,000"
2014,Mandeep Hardev Singh,Not Available,All-Rounder,Kings XI Punjab,"80,00,000"
2014,Akshar Rajesh Patel,Not Available,All-Rounder,Kings XI Punjab,"75,00,000"
2014,Parvinder Awana,Not Available,Bowler,Kings XI Punjab,"65,00,000"
2014,Shardul Narendra Thakur,Indian ,Bowler,Kings XI Punjab,"20,00,000"
2014,Anureet Singh,Not Available,Bowler,Kings XI Punjab,"20,00,000"
2014,Shivam Sharma,Indian ,Bowler,Kings XI Punjab,"10,00,000"
2014,Karanveer Singh,Not Available,All-Rounder,Kings XI Punjab,"10,00,000"
2014,Jacques Kallis,Not Available,All-Rounder,Kolkata Knight Riders,"5,50,00,000"
2014,Robin Uthappa,Indian ,Batsman,Kolkata Knight Riders,"5,00,00,000"
2014,Piyush Chawla,Indian ,Bowler,Kolkata Knight Riders,"4,25,00,000"
2014,Yusuf Pathan,Indian ,All-Rounder,Kolkata Knight Riders,"3,25,00,000"
2014,Shakib Al Hasan,Overseas ,All-Rounder,Kolkata Knight Riders,"2,80,00,000"
2014,Morne Morkel,Not Available,Bowler,Kolkata Knight Riders,"2,80,00,000"
2014,Ranganath Vinay Kumar,Not Available,Bowler,Kolkata Knight Riders,"2,80,00,000"
2014,Umesh Yadav,Indian ,Bowler,Kolkata Knight Riders,"2,60,00,000"
2014,Manish Pandey,Indian ,Batsman,Kolkata Knight Riders,"1,70,00,000"
2014,Chris Lynn,Not Available,Batsman,Kolkata Knight Riders,"1,30,00,000"
2014,Patrick Cummins,Not Available,Bowler,Kolkata Knight Riders,"1,00,00,000"
2014,Ryan Ten Doeschate,Not Available,All-Rounder,Kolkata Knight Riders,"1,00,00,000"
2014,Suryakumar Yadav,Not Available,Batsman,Kolkata Knight Riders,"70,00,000"
2014,Andre Russell,Not Available,All-Rounder,Kolkata Knight Riders,"60,00,000"
2014,Manvinder Bisla,Not Available,Wicket Keeper,Kolkata Knight Riders,"60,00,000"
2014,Veer Pratap Singh,Not Available,Bowler,Kolkata Knight Riders,"40,00,000"
2014,Kuldeep Singh Yadav,Indian ,Bowler,Kolkata Knight Riders,"40,00,000"
2014,Debabrata Das,Not Available,Wicket Keeper,Kolkata Knight Riders,"20,00,000"
2014,Sayan Sekhar Mandal,Not Available,All-Rounder,Kolkata Knight Riders,"10,00,000"
2014,Michael Hussey,Not Available,Batsman,Mumbai Indians,"5,00,00,000"
2014,Corey Anderson,Not Available,All-Rounder,Mumbai Indians,"4,50,00,000"
2014,Pragyan Ojha,Not Available,Bowler,Mumbai Indians,"3,25,00,000"
2014,Zaheer Khan,Indian ,Bowler,Mumbai Indians,"2,60,00,000"
2014,Aditya Tare,Not Available,Wicket Keeper,Mumbai Indians,"1,60,00,000"
2014,Jasprit Bumrah,Indian ,Bowler,Mumbai Indians,"1,20,00,000"
2014,Jalaj Saxena,Not Available,All-Rounder,Mumbai Indians,"90,00,000"
2014,Josh Hazlewood,Overseas ,Bowler,Mumbai Indians,"50,00,000"
2014,Marchant De Lange,Not Available,Bowler,Mumbai Indians,"30,00,000"
2014,Krismar Santokie,Not Available,Bowler,Mumbai Indians,"30,00,000"
2014,Ben Dunk,Not Available,Wicket Keeper,Mumbai Indians,"20,00,000"
2014,C.M. Gautam,Not Available,Wicket Keeper,Mumbai Indians,"20,00,000"
2014,Apoorv Vijay Wankhade,Not Available,Batsman,Mumbai Indians,"10,00,000"
2014,Pawan Suyal,Not Available,Bowler,Mumbai Indians,"10,00,000"
2014,Sushant Marathe,Not Available,Wicket Keeper,Mumbai Indians,"10,00,000"
2014,Shreyas Gopal,Indian ,Bowler,Mumbai Indians,"10,00,000"
2014,Steven Smith,Not Available,All-Rounder,Rajasthan Royals,"4,00,00,000"
2014,Brad Hodge,Not Available,Batsman,Rajasthan Royals,"2,40,00,000"
2014,Rajat Bhatia,Not Available,All-Rounder,Rajasthan Royals,"1,70,00,000"
2014,Tim Southee,Overseas ,Bowler,Rajasthan Royals,"1,20,00,000"
2014,Dhawal Kulkarni,Not Available,Bowler,Rajasthan Royals,"1,10,00,000"
2014,Abhishek Nayar,Not Available,All-Rounder,Rajasthan Royals,"1,00,00,000"
2014,Kane Richardson,Not Available,Bowler,Rajasthan Royals,"1,00,00,000"
2014,Ben Cutting,Not Available,Bowler,Rajasthan Royals,"80,00,000"
2014,Karun Nair,Indian ,Batsman,Rajasthan Royals,"75,00,000"
2014,Unmukt Chand,Not Available,Batsman,Rajasthan Royals,"65,00,000"
2014,Iqbal Abdullah,Not Available,All-Rounder,Rajasthan Royals,"65,00,000"
2014,Deepak Hooda,Indian ,Bowler,Rajasthan Royals,"40,00,000"
2014,Dishant Yagnik,Not Available,Wicket Keeper,Rajasthan Royals,"30,00,000"
2014,Kevon Cooper,Not Available,All-Rounder,Rajasthan Royals,"30,00,000"
2014,Vikramjeet Malik,Not Available,Bowler,Rajasthan Royals,"20,00,000"
2014,Ankit Nagendra Sharma,Not Available,Bowler,Rajasthan Royals,"10,00,000"
2014,Rahul Tewatia,Indian ,All-Rounder,Rajasthan Royals,"10,00,000"
2014,Ankush Bains,Not Available,Wicket Keeper,Rajasthan Royals,"10,00,000"
2014,Amit Mishra,Indian ,Bowler,Rajasthan Royals,"10,00,000"
2014,Pravin Tambe,Indian ,Bowler,Rajasthan Royals,"10,00,000"
2014,Yuvraj Singh,Indian ,All-Rounder, Royal Challengers Bangalore,"14,00,00,000"
2014,Mitchell Starc,Not Available,Bowler, Royal Challengers Bangalore,"5,00,00,000"
2014,Albie Morkel,Not Available,All-Rounder, Royal Challengers Bangalore,"2,40,00,000"
2014,Varun Aaron,Indian ,Bowler, Royal Challengers Bangalore,"2,00,00,000"
2014,Ashok Dinda,Not Available,Bowler, Royal Challengers Bangalore,"1,50,00,000"
2014,Parthiv Patel,Not Available,Wicket Keeper, Royal Challengers Bangalore,"1,40,00,000"
2014,Muttiah Muralitharan,Not Available,Bowler, Royal Challengers Bangalore,"1,00,00,000"
2014,Ravi Rampaul,Not Available,Bowler, Royal Challengers Bangalore,"90,00,000"
2014,Nic Maddinson,Not Available,Batsman, Royal Challengers Bangalore,"50,00,000"
2014,Harshal Patel,Indian ,Bowler, Royal Challengers Bangalore,"40,00,000"
2014,Vijay Zol,Not Available,Batsman, Royal Challengers Bangalore,"30,00,000"
2014,Abu Nechim Ahmed,Not Available,Bowler, Royal Challengers Bangalore,"30,00,000"
2014,Sachin Rana,Not Available,Bowler, Royal Challengers Bangalore,"20,00,000"
2014,Shadab Jakati,Not Available,Bowler, Royal Challengers Bangalore,"20,00,000"
2014,Sandeep Warrier,Not Available,Bowler, Royal Challengers Bangalore,"10,00,000"
2014,Tanmay Mishra,Not Available,Batsman, Royal Challengers Bangalore,"10,00,000"
2014,Yogesh Takawale,Not Available,Wicket Keeper, Royal Challengers Bangalore,"10,00,000"
2014,Yuzvendra Singh Chahal,Not Available,Bowler, Royal Challengers Bangalore,"10,00,000"
2014,David Warner,Overseas ,Batsman, Sunrisers Hyderabad,"5,50,00,000"
2014,Amit Mishra,Indian ,Bowler, Sunrisers Hyderabad,"4,75,00,000"
2014,Bhuvneshwar Kumar,Indian ,Bowler, Sunrisers Hyderabad,"4,25,00,000"
2014,Aaron Finch,Not Available,Batsman, Sunrisers Hyderabad,"4,00,00,000"
2014,Karn Sharma,Indian ,Bowler, Sunrisers Hyderabad,"3,75,00,000"
2014,Darren Sammy,Not Available,All-Rounder, Sunrisers Hyderabad,"3,50,00,000"
2014,Ishant Sharma,Indian ,Bowler, Sunrisers Hyderabad,"2,60,00,000"
2014,Irfan Pathan,Indian ,All-Rounder, Sunrisers Hyderabad,"2,40,00,000"
2014,Moises Henriques,Not Available,All-Rounder, Sunrisers Hyderabad,"1,00,00,000"
2014,KL Rahul,Not Available,Batsman, Sunrisers Hyderabad,"1,00,00,000"
2014,Parveez Rasool,Not Available,All-Rounder, Sunrisers Hyderabad,"95,00,000"
2014,Jason Holder,Overseas ,Bowler, Sunrisers Hyderabad,"75,00,000"
2014,Venugopal Rao,Not Available,Batsman, Sunrisers Hyderabad,"55,00,000"
2014,Naman Ojha,Not Available,Wicket Keeper, Sunrisers Hyderabad,"50,00,000"
2014,Brendan Taylor,Not Available,Wicket Keeper, Sunrisers Hyderabad,"30,00,000"
2014,Prasanth Parameswaran,Not Available,Bowler, Sunrisers Hyderabad,"30,00,000"
2014,Amit Paunikar,Not Available,Wicket Keeper, Sunrisers Hyderabad,"20,00,000"
2014,Ashish Reddy,Not Available,Bowler, Sunrisers Hyderabad,"20,00,000"
2014,Srikkanth Anirudha,Not Available,Batsman, Sunrisers Hyderabad,"20,00,000"
2014,Ricky Bhui,Not Available,Batsman, Sunrisers Hyderabad,"10,00,000"
2014,Chama Milind,Indian ,Bowler, Sunrisers Hyderabad,"10,00,000"
2014,Manprit Juneja,Not Available,Batsman, Sunrisers Hyderabad,"10,00,000"
2013,Johan Botha,Not Available,All-Rounder,Delhi Daredevils,"450,000"
2013,Jesse Ryder,Not Available,All-Rounder,Delhi Daredevils,"260,000"
2013,Jeevan Mendis,Not Available,All-Rounder,Delhi Daredevils,"50,000"
2013,Manpreet Gony,Not Available,Bowler,Kings XI Punjab,"500,000"
2013,Luke Pomersbach,Not Available,Batsman,Kings XI Punjab,"300,000"
2013,Sachithra Senanayaka,Not Available,All-Rounder,Kolkata Knight Riders,"625,000"
2013,Ryan McLaren,Not Available,Bowler,Kolkata Knight Riders,"50,000"
2013,Glenn Maxwell,Not Available,All-Rounder,Mumbai Indians,"1,000,000"
2013,Nathan Coulter-Nile,Overseas ,Bowler,Mumbai Indians,"450,000"
2013,Ricky Ponting,Not Available,Batsman,Mumbai Indians,"400,000"
2013,Philip Hughes,Not Available,Batsman,Mumbai Indians,"100,000"
2013,Jacob Oram,Not Available,All-Rounder,Mumbai Indians,"50,000"
2013,Ajantha Mendis,Not Available,Bowler,Pune Warriors India,"725,000"
2013,Kane Richardson,Not Available,Bowler,Pune Warriors India,"700,000"
2013,Abhishek Nayar,Not Available,All-Rounder,Pune Warriors India,"675,000"
2013,Michael Clarke,Not Available,Batsman,Pune Warriors India,"400,000"
2013,James Faulkner,Not Available,All-Rounder,Rajasthan Royals,"400,000"
2013,Fidel Edwards,Not Available,Bowler,Rajasthan Royals,"210,000"
2013,Kusal Janith Perera,Not Available,Wicket Keeper,Rajasthan Royals,"20,000"
2013,Jaydev Unadkat,Indian ,Bowler, Royal Challengers Bangalore,"525,000"
2013,Rudra Pratap Singh,Not Available,Bowler, Royal Challengers Bangalore,"400,000"
2013,Moises Henriques,Not Available,All-Rounder, Royal Challengers Bangalore,"300,000"
2013,Ravi Rampaul,Not Available,Bowler, Royal Challengers Bangalore,"290,000"
2013,Pankaj Singh,Not Available,Bowler, Royal Challengers Bangalore,"150,000"
2013,Daniel Christian,Not Available,All-Rounder, Royal Challengers Bangalore,"100,000"
2013,Christopher Barnwell,Not Available,All-Rounder, Royal Challengers Bangalore,"50,000"
2013,Thisara Perera,Overseas ,All-Rounder, Sunrisers Hyderabad,"675,000"
2013,Darren Sammy,Not Available,All-Rounder, Sunrisers Hyderabad,"425,000"
2013,Sudeep Tyagi,Not Available,Bowler, Sunrisers Hyderabad,"100,000"
2013,Clinton McKay,Not Available,Bowler, Sunrisers Hyderabad,"100,000"
2013,Nathan McCullum,Not Available,Bowler, Sunrisers Hyderabad,"100,000"
2013,Quinton De Kock,Overseas ,Wicket Keeper, Sunrisers Hyderabad,"20,000"
