,Player,Mat,Inns,Ov,Runs,Wkts,BBI,Avg,Econ,SR,4w,5w
1023,Chris Woakes,13,13,44.0,386,17,3/6,22.7,8.77,15.52,0,0
1024,Pawan Negi,12,12,32.1,197,16,3/10,12.31,6.12,12.06,0,0
1025,Siddarth Kaul,10,10,35.4,300,16,4/29,18.75,8.41,13.37,1,0
1026,Axar Patel,14,14,48.0,362,15,3/11,24.13,7.54,19.2,0,0
1027,Nathan Coulter-Nile,8,8,28.2,228,15,3/20,15.2,8.04,11.33,0,0
1028,Pat Cummins,12,12,46.1,373,15,2/20,24.86,8.07,18.46,0,0
1029,Yuzvendra Chahal,13,13,43.3,333,14,3/16,23.78,7.65,18.64,0,0
1030,Karn Sharma,9,9,30.4,214,13,4/16,16.46,6.97,14.15,1,0
1031,Mohit Sharma,14,14,45.4,410,13,2/24,31.53,8.97,21.07,0,0
1032,Andrew Tye,6,6,21.0,141,12,5/17,11.75,6.71,10.5,0,1
1033,Ben Stokes,12,12,44.0,316,12,3/18,26.33,7.18,22.0,0,0
1034,Chris Morris,9,9,31.0,240,12,4/26,20.0,7.74,15.5,1,0
1035,Kuldeep Yadav,12,11,41.0,340,12,2/25,28.33,8.29,20.5,0,0
1036,Dan Christian,13,13,40.0,298,11,2/10,27.09,7.45,21.81,0,0
1037,Shardul Thakur,12,12,38.1,315,11,3/19,28.63,8.25,20.81,0,0
1038,Lasith Malinga,12,12,44.5,382,11,2/5,34.72,8.52,24.45,0,0
1039,Basil Thampi,12,12,44.4,424,11,3/29,38.54,9.49,24.36,0,0
1040,Krunal Pandya,13,13,40.0,273,10,3/14,27.3,6.82,24.0,0,0
1041,Sunil Narine,16,15,59.0,412,10,2/29,41.2,6.98,35.4,0,0
1042,Zaheer Khan,11,11,40.1,313,10,3/20,31.3,7.79,24.1,0,0
1043,Amit Mishra,14,14,38.5,343,10,3/11,34.3,8.83,23.3,0,0
1044,Mohammed Siraj,6,6,23.0,212,10,4/32,21.2,9.21,13.8,1,0
1045,Samuel Badree,7,7,25.0,188,9,4/9,20.88,7.52,16.66,1,0
1046,Washington Sundar,11,10,30.0,185,8,3/16,23.12,6.16,22.5,0,0
1047,Harbhajan Singh,11,11,41.0,266,8,3/22,33.25,6.48,30.75,0,0
1048,Ashish Nehra,6,6,21.1,197,8,3/42,24.62,9.3,15.87,0,0
1049,Glenn Maxwell,14,8,19.0,125,7,2/15,17.85,6.57,16.28,0,0
1050,Mitchell Johnson,5,5,20.0,141,7,3/26,20.14,7.05,17.14,0,0
1051,Varun Aaron,6,6,20.0,163,7,2/3,23.28,8.15,17.14,0,0
1052,Adam Zampa,6,6,19.5,163,7,2/22,23.28,8.21,17.0,0,0
1053,Shahbaz Nadeem,7,7,17.5,119,6,2/13,19.83,6.67,17.83,0,0
1054,Hardik Pandya,17,13,26.0,213,6,2/22,35.5,8.19,26.0,0,0
1055,Kagiso Rabada,6,6,21.2,188,6,2/20,31.33,8.81,21.33,0,0
1056,Piyush Chawla,6,6,20.0,179,6,2/34,29.83,8.95,20.0,0,0
1057,Praveen Kumar,6,6,16.3,151,6,2/22,25.16,9.15,16.5,0,0
1058,James Faulkner,8,8,26.2,258,6,2/34,43.0,9.79,26.33,0,0
1059,Aniket Choudhary,5,5,16.5,144,5,2/17,28.8,8.55,20.2,0,0
1060,Tymal Mills,5,5,17.5,153,5,2/31,30.6,8.57,21.4,0,0
1061,Sreenath Aravind,10,10,30.3,275,5,2/29,55.0,9.01,36.6,0,0
1062,Trent Boult,6,6,23.5,216,5,2/30,43.2,9.06,28.6,0,0
1063,Shane Watson,8,8,26.5,245,5,1/16,49.0,9.13,32.2,0,0
1064,Ravindra Jadeja,12,12,38.0,349,5,2/28,69.8,9.18,45.6,0,0
1065,Mohammad Shami,8,8,26.0,243,5,2/36,48.6,9.34,31.2,0,0
1066,Pradeep Sangwan,5,5,18.0,181,5,2/38,36.2,10.05,21.6,0,0
1067,Ankit Rajpoot,5,5,14.0,107,4,3/37,26.75,7.64,21.0,0,0
1068,Stuart Binny,8,4,6.0,50,4,1/9,12.5,8.33,9.0,0,0
1069,Colin de Grandhomme,12,9,16.0,135,4,3/4,33.75,8.43,24.0,0,0
1070,KC Cariappa,4,4,15.0,127,4,2/24,31.75,8.46,22.5,0,0
1071,Rahul Tewatia,3,3,9.0,49,3,2/18,16.33,5.44,18.0,0,0
1072,Lockie Ferguson,4,4,13.0,93,3,2/7,31.0,7.15,26.0,0,0
1073,Bipul Sharma,7,7,16.2,129,3,1/4,43.0,7.89,32.66,0,0
1074,Dhawal Kulkarni,6,6,18.5,173,3,1/24,57.66,9.18,37.66,0,0
1075,Adam Milne,4,4,14.0,134,3,2/27,44.66,9.57,28.0,0,0
1076,Tim Southee,3,3,10.0,96,3,2/39,32.0,9.6,20.0,0,0
1077,Corey Anderson,11,8,18.5,186,3,1/23,62.0,9.87,37.66,0,0
1078,Harshal Patel,1,1,4.0,43,3,3/43,14.33,10.75,8.0,0,0
1079,Mohammad Nabi,3,3,11.0,58,2,1/13,29.0,5.27,33.0,0,0
1080,Rajat Bhatia,3,3,7.0,55,2,2/14,27.5,7.85,21.0,0,0
1081,Ankit Soni,7,6,18.1,144,2,1/16,72.0,7.92,54.5,0,0
1082,Rahul Chahar,3,2,7.0,58,2,1/26,29.0,8.28,21.0,0,0
1083,Billy Stanlake,2,2,8.0,70,2,2/29,35.0,8.75,24.0,0,0
1084,T Natarajan,6,6,12.4,115,2,1/26,57.5,9.07,38.0,0,0
1085,Travis Head,7,5,8.0,81,2,2/30,40.5,10.12,24.0,0,0
1086,Vinay Kumar,1,1,3.0,31,2,2/31,15.5,10.33,9.0,0,0
1087,Marcus Stoinis,5,5,10.3,110,2,1/28,55.0,10.47,31.5,0,0
1088,Deepak Hooda,10,3,4.0,42,2,1/7,21.0,10.5,12.0,0,0
1089,Iqbal Abdulla,2,2,5.0,55,2,2/36,27.5,11.0,15.0,0,0
1090,Dwayne Smith,12,9,13.0,148,2,1/10,74.0,11.38,39.0,0,0
1091,Nathu Singh,2,2,4.0,15,1,1/7,15.0,3.75,24.0,0,0
1092,Avesh Khan,1,1,4.0,23,1,1/23,23.0,5.75,24.0,0,0
1093,Munaf Patel,2,2,7.0,57,1,1/35,57.0,8.14,42.0,0,0
1094,Suresh Raina,14,6,12.0,102,1,1/11,102.0,8.5,72.0,0,0
1095,Swapnil Singh,4,4,7.0,61,1,1/14,61.0,8.71,42.0,0,0
1096,Chris Jordan,1,1,1.0,9,1,1/9,9.0,9.0,6.0,0,0
1097,Ben Cutting,4,4,12.4,123,1,1/41,123.0,9.71,76.0,0,0
1098,Yusuf Pathan,15,4,4.0,41,1,1/2,41.0,10.25,24.0,0,0
1099,Moises Henriques,12,12,24.0,248,1,1/6,248.0,10.33,144.0,0,0
1100,Shubham Agarwal,1,1,4.0,42,1,1/42,42.0,10.5,24.0,0,0
1101,Deepak Chahar,3,3,7.0,74,1,1/35,74.0,10.57,42.0,0,0
1102,Yuvraj Singh,12,2,2.0,22,1,1/6,22.0,11.0,12.0,0,0
1103,Carlos Brathwaite,2,2,6.0,67,1,1/38,67.0,11.16,36.0,0,0
1104,Ashok Dinda,3,3,10.0,119,1,1/26,119.0,11.9,60.0,0,0
1105,Matt Henry,2,2,5.0,71,1,1/31,71.0,14.2,30.0,0,0
1106,Jayant Yadav,2,2,6.0,42,0,0/16,0.0,7.0,0.0,0,0
1107,Tejas Baroka,1,1,3.3,33,0,0/33,0.0,9.42,0.0,0,0
1108,Ishant Sharma,6,6,18.0,179,0,0/12,0.0,9.94,0.0,0,0
1109,Shakib Al Hasan,1,1,3.0,31,0,0/31,0.0,10.33,0.0,0,0
1110,Shadab Jakati,2,2,5.0,52,0,0/22,0.0,10.4,0.0,0,0
1111,Angelo Mathews,3,2,5.0,56,0,0/15,0.0,11.2,0.0,0,0
1112,Marlon Samuels,5,2,3.0,34,0,0/12,0.0,11.33,0.0,0,0
1113,Rahul Tripathi,14,1,1.0,12,0,0/12,0.0,12.0,0.0,0,0
1114,Mustafizur Rahman,1,1,2.4,34,0,0/34,0.0,12.75,0.0,0,0
1115,Anureet Singh,1,1,2.0,26,0,0/26,0.0,13.0,0.0,0,0
1116,Irfan Pathan,1,1,2.0,26,0,0/26,0.0,13.0,0.0,0,0
1117,Barinder Sran,1,1,2.0,29,0,0/29,0.0,14.5,0.0,0,0
1118,Manpreet Gony,1,1,2.0,32,0,0/32,0.0,16.0,0.0,0,0
1119,Ankit Sharma,1,1,1.0,16,0,0/16,0.0,16.0,0.0,0,0
1120,Kieron Pollard,17,1,1.5,30,0,0/30,0.0,16.36,0.0,0,0
1121,Andrew Tye,14,14,56.0,448,24,4/16,18.66,8.0,14.0,3,0
1122,Rashid Khan,17,17,68.0,458,21,3/19,21.8,6.73,19.42,0,0
1123,Siddarth Kaul,17,17,66.0,547,21,3/23,26.04,8.28,18.85,0,0
1124,Umesh Yadav,14,14,53.1,418,20,3/23,20.9,7.86,15.95,0,0
1125,Trent Boult,14,14,52.4,466,18,2/20,25.88,8.84,17.55,0,0
1126,Hardik Pandya,13,13,42.4,381,18,3/24,21.16,8.92,14.22,0,0
1127,Jasprit Bumrah,14,14,54.0,372,17,3/15,21.88,6.88,19.05,0,0
1128,Sunil Narine,16,16,61.0,467,17,3/18,27.47,7.65,21.52,0,0
1129,Kuldeep Yadav,16,16,51.2,418,17,4/20,24.58,8.14,18.11,1,0
1130,Shardul Thakur,13,13,46.4,431,16,2/18,26.93,9.23,17.5,0,0
1131,Mayank Markande,14,14,44.0,368,15,4/23,24.53,8.36,17.6,1,0
1132,Jofra Archer,10,10,38.5,325,15,3/22,21.66,8.36,15.53,0,0
1133,Mujeeb Ur Rahman,11,11,41.2,289,14,3/27,20.64,6.99,17.71,0,0
1134,Shakib Al Hasan,17,17,57.0,456,14,2/18,32.57,8.0,24.42,0,0
1135,Mitchell McClenaghan,11,11,40.0,332,14,2/22,23.71,8.3,17.14,0,0
1136,Piyush Chawla,15,15,49.0,412,14,3/48,29.42,8.4,21.0,0,0
1137,Dwayne Bravo,16,16,53.3,533,14,2/16,38.07,9.96,22.92,0,0
1138,Andre Russell,16,15,37.5,355,13,3/31,27.3,9.38,17.46,0,0
1139,Krunal Pandya,14,13,40.1,284,12,3/28,23.66,7.07,20.08,0,0
1140,Amit Mishra,10,10,37.0,264,12,3/19,22.0,7.13,18.5,0,0
1141,Yuzvendra Chahal,14,14,50.0,363,12,2/22,30.25,7.26,25.0,0,0
1142,Sandeep Sharma,12,12,44.0,333,12,2/17,27.75,7.56,22.0,0,0
1143,Lungi Ngidi,7,7,26.0,156,11,4/10,14.18,6.0,14.18,1,0
1144,Ravindra Jadeja,16,14,41.0,303,11,3/18,27.54,7.39,22.36,0,0
1145,Shreyas Gopal,11,10,31.0,236,11,4/16,21.45,7.61,16.9,1,0
1146,Krishnappa Gowtham,15,15,40.0,312,11,2/12,28.36,7.8,21.81,0,0
1147,Ankit Rajpoot,8,8,26.1,223,11,5/14,20.27,8.52,14.27,0,1
1148,Mohammed Siraj,11,11,41.0,367,11,3/25,33.36,8.95,22.36,0,0
1149,Jaydev Unadkat,15,15,50.2,486,11,3/46,44.18,9.65,27.45,0,0
1150,Deepak Chahar,12,12,38.1,278,10,3/15,27.8,7.28,22.9,0,0
1151,Ravichandran Ashwin,14,14,50.4,410,10,2/18,41.0,8.09,30.4,0,0
1152,Prasidh Krishna,7,7,28.0,260,10,4/30,26.0,9.28,16.8,1,0
1153,Bhuvneshwar Kumar,12,12,46.1,354,9,3/26,39.33,7.66,30.77,0,0
1154,Ben Laughlin,7,7,21.0,211,9,2/15,23.44,10.04,14.0,0,0
1155,Ben Stokes,13,12,37.0,303,8,3/15,37.87,8.18,27.75,0,0
1156,Chris Woakes,5,5,18.2,190,8,3/36,23.75,10.36,13.75,0,0
1157,Mustafizur Rahman,7,7,27.3,230,7,3/24,32.85,8.36,23.57,0,0
1158,Harbhajan Singh,13,12,31.5,270,7,2/22,38.57,8.48,27.28,0,0
1159,Harshal Patel,5,5,17.3,167,7,3/28,23.85,9.54,15.0,0,0
1160,Mohit Sharma,9,9,29.4,322,7,2/33,46.0,10.85,25.42,0,0
1161,Rahul Tewatia,8,8,22.0,173,6,3/18,28.83,7.86,22.0,0,0
1162,Shane Watson,15,11,28.0,251,6,2/29,41.83,8.96,28.0,0,0
1163,Imran Tahir,6,6,20.4,188,6,2/34,31.33,9.09,20.66,0,0
1164,Tom Curran,5,5,10.1,118,6,2/19,19.66,11.6,10.16,0,0
1165,Ish Sodhi,6,6,23.0,135,5,1/14,27.0,5.86,27.6,0,0
1166,Sandeep Lamichhane,3,3,12.0,82,5,3/36,16.4,6.83,14.4,0,0
1167,Billy Stanlake,4,4,16.0,130,5,2/21,26.0,8.12,19.2,0,0
1168,Glenn Maxwell,12,10,16.0,132,5,2/22,26.4,8.25,19.2,0,0
1169,Tim Southee,8,8,29.0,261,5,3/30,52.2,9.0,34.8,0,0
1170,Carlos Brathwaite,4,4,10.1,94,5,2/15,18.8,9.24,12.2,0,0
1171,Shivam Mavi,9,9,28.0,270,5,1/14,54.0,9.64,33.6,0,0
1172,Basil Thampi,4,4,10.1,114,5,2/4,22.8,11.21,12.2,0,0
1173,Nitish Rana,15,5,6.1,44,4,2/11,11.0,7.13,9.25,0,0
1174,Dan Christian,4,4,11.5,101,4,2/35,25.25,8.53,17.75,0,0
1175,Liam Plunkett,7,7,25.0,225,4,3/17,56.25,9.0,37.5,0,0
1176,Karn Sharma,6,5,9.3,89,4,2/13,22.25,9.36,14.25,0,0
1177,Dhawal Kulkarni,8,8,19.5,188,4,2/32,47.0,9.47,29.75,0,0
1178,Washington Sundar,7,7,20.0,192,4,2/22,48.0,9.6,30.0,0,0
1179,Barinder Sran,6,6,22.0,229,4,2/50,57.25,10.4,33.0,0,0
1180,Avesh Khan,6,6,19.0,204,4,2/29,51.0,10.73,28.5,0,0
1181,Moeen Ali,5,5,13.1,97,3,1/13,32.33,7.36,26.33,0,0
1182,Murugan Ashwin,2,2,7.0,53,3,2/36,17.66,7.57,14.0,0,0
1183,Axar Patel,9,8,26.0,218,3,1/21,72.66,8.38,52.0,0,0
1184,Chris Morris,4,4,14.0,143,3,2/41,47.66,10.21,28.0,0,0
1185,Mohammad Shami,4,4,13.5,144,3,1/29,48.0,10.4,27.66,0,0
1186,Shahbaz Nadeem,6,6,15.0,161,3,2/34,53.66,10.73,30.0,0,0
1187,Marcus Stoinis,7,6,11.0,120,3,1/15,40.0,10.9,22.0,0,0
1188,KM Asif,2,2,6.0,75,3,2/43,25.0,12.5,12.0,0,0
1189,Corey Anderson,3,3,8.4,115,3,2/47,38.33,13.26,17.33,0,0
1190,Colin de Grandhomme,9,7,15.0,129,2,1/8,64.5,8.6,45.0,0,0
1191,David Willey,3,3,10.0,95,2,1/24,47.5,9.5,30.0,0,0
1192,Kulwant Khejroliya,3,3,10.5,107,2,2/33,53.5,9.87,32.5,0,0
1193,Ben Cutting,9,7,17.0,168,2,1/12,84.0,9.88,51.0,0,0
1194,Mitchell Johnson,6,6,21.0,216,2,1/30,108.0,10.28,63.0,0,0
1195,Javon Searles,4,3,7.0,89,2,1/24,44.5,12.71,21.0,0,0
1196,Vinay Kumar,2,2,3.5,65,2,2/30,32.5,16.95,11.5,0,0
1197,D'Arcy Short,7,2,3.0,19,1,1/10,19.0,6.33,18.0,0,0
1198,Yusuf Pathan,15,1,2.0,14,1,1/14,14.0,7.0,12.0,0,0
1199,Mohammad Nabi,2,2,5.0,47,1,1/23,47.0,9.4,30.0,0,0
1200,Anureet Singh,3,3,4.0,42,1,1/20,42.0,10.5,24.0,0,0
1201,Vijay Shankar,13,4,5.0,58,1,1/22,58.0,11.6,30.0,0,0
1202,Pawan Negi,2,2,4.0,49,1,1/36,49.0,12.25,24.0,0,0
1203,Chris Jordan,1,1,4.0,31,0,0/31,0.0,7.75,0.0,0,0
1204,Deepak Hooda,9,2,3.0,24,0,0/8,0.0,8.0,0.0,0,0
1205,Mahipal Lomror,2,2,3.0,27,0,0/8,0.0,9.0,0.0,0,0
1206,Pradeep Sangwan,1,1,2.0,19,0,0/19,0.0,9.5,0.0,0,0
1207,Manoj Tiwary,5,1,1.0,10,0,0/10,0.0,10.0,0.0,0,0
1208,Ankit Sharma,1,1,1.0,11,0,0/11,0.0,11.0,0.0,0,0
1209,Junior Dala,1,1,3.0,34,0,0/34,0.0,11.33,0.0,0,0
1210,Yuvraj Singh,8,2,2.0,23,0,0/10,0.0,11.5,0.0,0,0
1211,Akila Dananjaya,1,1,4.0,47,0,0/47,0.0,11.75,0.0,0,0
1212,JP Duminy,6,2,3.0,36,0,0/8,0.0,12.0,0.0,0,0
1213,Mark Wood,1,1,4.0,49,0,0/49,0.0,12.25,0.0,0,0
1214,Khaleel Ahmed,1,1,3.0,38,0,0/38,0.0,12.66,0.0,0,0
1215,Stuart Binny,7,1,2.0,33,0,0/33,0.0,16.5,0.0,0,0
1216,Imran Tahir,17,17,64.2,431,26,4/12,16.57,6.69,14.84,2,0
1217,Kagiso Rabada,12,12,47.0,368,25,4/21,14.72,7.82,11.28,2,0
1218,Deepak Chahar,17,17,64.3,482,22,3/20,21.9,7.47,17.59,0,0
1219,Shreyas Gopal,14,14,48.0,347,20,3/12,17.35,7.22,14.4,0,0
1220,Jasprit Bumrah,16,16,61.4,409,19,3/20,21.52,6.63,19.47,0,0
1221,Khaleel Ahmed,9,9,34.5,287,19,3/30,15.1,8.23,11.0,0,0
1222,Mohammad Shami,14,14,54.0,469,19,3/21,24.68,8.68,17.05,0,0
1223,Yuzvendra Chahal,14,14,49.2,386,18,4/38,21.44,7.82,16.44,1,0
1224,Rashid Khan,15,15,60.0,377,17,3/21,22.17,6.28,21.17,0,0
1225,Harbhajan Singh,11,11,44.0,312,16,3/20,19.5,7.09,16.5,0,0
1226,Lasith Malinga,12,12,44.5,438,16,4/31,27.37,9.76,16.81,2,0
1227,Ravindra Jadeja,16,16,54.0,343,15,3/9,22.86,6.35,21.6,0,0
1228,Ravichandran Ashwin,14,14,55.0,400,15,3/23,26.66,7.27,22.0,0,0
1229,Hardik Pandya,16,16,42.3,390,14,3/20,27.85,9.17,18.21,0,0
1230,Rahul Chahar,13,13,47.0,308,13,3/19,23.69,6.55,21.69,0,0
1231,Ishant Sharma,13,13,46.0,349,13,3/38,26.84,7.58,21.23,0,0
1232,Bhuvneshwar Kumar,15,15,59.0,461,13,2/24,35.46,7.81,27.23,0,0
1233,Chris Morris,9,9,33.0,306,13,3/22,23.53,9.27,15.23,0,0
1234,Krunal Pandya,16,16,46.0,335,12,3/34,27.91,7.28,23.0,0,0
1235,Sandeep Sharma,11,11,42.4,352,12,3/19,29.33,8.25,21.33,0,0
1236,Amit Mishra,11,11,40.0,270,11,3/17,24.54,6.75,21.81,0,0
1237,Jofra Archer,11,11,43.0,291,11,3/15,26.45,6.76,23.45,0,0
1238,Dwayne Bravo,12,12,41.1,330,11,3/33,30.0,8.01,22.45,0,0
1239,Navdeep Saini,13,13,48.0,397,11,2/24,36.09,8.27,26.18,0,0
1240,Andre Russell,14,12,30.1,287,11,2/21,26.09,9.51,16.45,0,0
1241,Axar Patel,14,14,51.0,364,10,2/22,36.4,7.13,30.6,0,0
1242,Sunil Narine,12,12,44.2,347,10,2/19,34.7,7.82,26.6,0,0
1243,Piyush Chawla,13,13,44.3,399,10,3/20,39.9,8.96,26.7,0,0
1244,Sam Curran,9,9,33.0,323,10,4/11,32.3,9.78,19.8,1,0
1245,Jaydev Unadkat,11,11,37.2,398,10,2/26,39.8,10.66,22.4,0,0
1246,Keemo Paul,8,8,27.1,237,9,3/17,26.33,8.72,18.11,0,0
1247,Mohammad Nabi,8,8,29.1,194,8,4/11,24.25,6.65,21.87,1,0
1248,Sandeep Lamichhane,6,6,23.0,210,8,3/40,26.25,9.13,17.25,0,0
1249,Shardul Thakur,10,9,30.0,281,8,2/18,35.12,9.36,22.5,0,0
1250,Umesh Yadav,11,11,37.5,371,8,3/36,46.37,9.8,28.37,0,0
1251,Harry Gurney,8,8,27.0,238,7,2/25,34.0,8.81,23.14,0,0
1252,Mohammed Siraj,9,9,28.1,269,7,2/38,38.42,9.55,24.14,0,0
1253,Hardus Viljoen,6,6,23.0,222,7,2/39,31.71,9.65,19.71,0,0
1254,Moeen Ali,11,9,25.0,169,6,2/18,28.16,6.76,25.0,0,0
1255,Siddarth Kaul,7,7,27.0,242,6,2/34,40.33,8.96,27.0,0,0
1256,Dhawal Kulkarni,10,10,35.0,335,6,1/14,55.83,9.57,35.0,0,0
1257,Alzarri Joseph,3,3,8.4,87,6,6/12,14.5,10.03,8.66,0,1
1258,Ben Stokes,9,6,16.5,189,6,2/39,31.5,11.22,16.83,0,0
1259,Murugan Ashwin,10,10,34.0,255,5,2/25,51.0,7.5,40.8,0,0
1260,Oshane Thomas,4,4,10.0,79,5,2/6,15.8,7.9,12.0,0,0
1261,Trent Boult,5,5,19.0,163,5,2/27,32.6,8.57,22.8,0,0
1262,Jason Behrendorff,5,5,19.0,165,5,2/22,33.0,8.68,22.8,0,0
1263,Mitchell Santner,4,4,14.0,94,4,2/13,23.5,6.71,21.0,0,0
1264,Washington Sundar,3,3,9.0,74,4,3/24,18.5,8.22,13.5,0,0
1265,Dale Steyn,2,2,8.0,69,4,2/29,17.25,8.62,12.0,0,0
1266,Kuldeep Yadav,9,9,33.0,286,4,2/41,71.5,8.66,49.5,0,0
1267,Prasidh Krishna,11,11,40.2,377,4,1/22,94.25,9.34,60.5,0,0
1268,Ish Sodhi,2,2,7.1,67,4,3/26,16.75,9.34,10.75,0,0
1269,Varun Aaron,5,5,12.0,116,4,2/20,29.0,9.66,18.0,0,0
1270,Mitchell McClenaghan,5,5,18.0,142,3,3/40,47.33,7.88,36.0,0,0
1271,Nitish Rana,14,6,8.0,72,3,1/8,24.0,9.0,16.0,0,0
1272,Pawan Negi,7,4,11.1,102,3,2/21,34.0,9.13,22.33,0,0
